,,error_angle_mean,error_angle_median,error_angle_25,error_angle_75,error_angle_95,error_angle_std,error_angle_S2,error_vgp_scatter,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers,total_simulations
76,0,2.4291623727249405,2.284203082316324,1.4731376419688438,3.2179480605597277,4.748726520390488,1.2746971235958267,7.525357619414755,2.0997028325908675,235,47,5,20,30.0,0.0,0.30000000000000004,G,,True,5000
77,0,11.877127135429712,10.219814990451788,6.356532755811521,15.525058827522933,26.507886597746804,7.9889146723903535,204.87614208236607,36.9871058379566,10,10,1,20,30.0,0.0,0.2,G,,False,5000
78,0,2.297260144918903,2.1333178289523005,1.373447326577189,3.0397111596809765,4.553460028628049,1.2287024956883585,6.7868120543790385,2.3674364257592817,295,59,5,20,30.0,0.0,0.4,G,,True,5000
79,0,3.719698885470723,3.502517322576857,2.219357928588927,4.912253269990565,7.4097216114497835,1.9684137907523196,17.710037719625742,3.8663526052517647,125,25,5,20,30.0,0.0,0.5,G,,True,5000
80,0,4.955644364880449,4.612151950631166,2.9573792729945794,6.5845950484031235,9.832584337019716,2.641538280318906,31.534740012664226,4.146797251138068,55,11,5,20,30.0,0.0,0.30000000000000004,G,,True,5000
81,0,2.392362232164468,2.2552539203637494,1.4714984256507933,3.177409301585193,4.613101132245946,1.2237704593676655,7.220711664280459,35.61554901017383,290,290,1,20,30.0,0.0,0.2,G,,False,5000
82,0,5.894247346620652,5.424822991082721,3.443645896552237,7.867811938259901,12.007518907717166,3.289407459065784,45.560189174615864,26.072415582875333,25,25,1,20,30.0,0.0,0.1,G,,False,5000
83,0,2.716543855441281,2.5374896136961738,1.6450284670378643,3.5846670605360025,5.3347186365703685,1.4489069197621376,9.478521914417957,2.678832766602581,205,41,5,20,30.0,0.0,0.4,G,,True,5000
84,0,7.342256130760166,6.803177618172619,4.425164693577326,9.772023259653274,14.643758513533907,3.9352952822598906,69.39217673847048,5.713926669633263,25,5,5,20,30.0,0.0,0.30000000000000004,G,,True,5000
85,0,6.70914679796139,6.22073086668447,3.97496064314112,8.935289730869268,13.43327395106257,3.6722633162835367,58.495471517144495,63.93600589154233,210,210,1,20,30.0,0.0,0.6000000000000001,G,,False,5000
86,0,5.02507090688247,4.665189070638171,2.9410370739970375,6.700442851023421,10.02637102183155,2.7277450741980047,32.690442690370126,51.5240463949989,130,130,1,20,30.0,0.0,0.4,G,,False,5000
87,0,3.8047781271296612,3.5335799804160857,2.2921916984773922,5.045743879368892,7.5832132092986635,2.048693082467626,18.672640514165767,4.3849614580625405,135,27,5,20,30.0,0.0,0.6000000000000001,G,,True,5000
88,0,6.025046734334144,5.645235290364695,3.4954718024654063,7.998360628792199,12.20316238783872,3.3101386526856493,47.256014647334105,64.00300252018914,265,265,1,20,30.0,0.0,0.6000000000000001,G,,False,5000
89,0,4.994390072211409,4.674359568592372,2.9925752534252865,6.6422460633389235,9.86667629336457,2.663325332343404,32.0358153589408,4.479056679400457,60,12,5,20,30.0,0.0,0.4,G,,True,5000
90,0,6.145903552779623,5.630288682421892,3.6131821800761514,8.122724746704865,12.546209124766003,3.399328343845108,49.32525258270006,57.87750991760031,140,140,1,20,30.0,0.0,0.5,G,,False,5000
91,0,2.1927114778970984,2.0385410609433166,1.3093854120072308,2.9101808255644457,4.345656947044345,1.174295640233921,6.186678081923937,1.8855047196942454,290,58,5,20,30.0,0.0,0.30000000000000004,G,,True,5000
92,0,2.5566456130661557,2.3944000702654478,1.5321386799499237,3.405445907499857,5.088561478438192,1.3578632634073218,8.379860674393177,1.9403009804427847,185,37,5,20,30.0,0.0,0.1,G,,True,5000
93,0,15.506323996088641,14.347686364286226,9.312383513287191,20.31690429074199,31.222075592211354,8.381809865970482,310.68677517176036,,5,1,5,20,30.0,0.0,0.2,G,,True,5002
94,0,2.3576721799417353,2.2469770297241354,1.4886078497490978,3.098682765222037,4.473528927667017,1.1823651502643817,6.9563258591612165,25.497135940464112,200,200,1,20,30.0,0.0,0.1,G,,False,5000
95,0,3.644474986072963,3.4110572646798403,2.174038100265374,4.8554719479886685,7.099983961765988,1.9467746665068768,17.071371539944057,3.786698363099799,130,26,5,20,30.0,0.0,0.5,G,,True,5000
96,0,3.3173916499470755,3.092706774653294,2.0119146430964108,4.393699914634688,6.606308525415893,1.7690605179515577,14.134036560290376,2.611039423727914,115,23,5,20,30.0,0.0,0.2,G,,True,5000
97,0,4.063030436372401,3.8020652174145937,2.4308904957041513,5.428900556666747,8.001149042701044,2.1705151648654177,21.21841018058307,4.0205868151218445,105,21,5,20,30.0,0.0,0.5,G,,True,5000
98,0,2.097778655333209,2.002266761725494,1.3162149666439902,2.782157824884372,3.930753928169089,1.028416543371902,5.45810434533528,25.47981489516054,275,275,1,20,30.0,0.0,0.1,G,,False,5000
99,0,2.968564821441473,2.8073399171685836,1.7979009988303147,3.9522311748203336,5.784330990447875,1.5567873224317839,11.23547914903071,2.1902470503692095,135,27,5,20,30.0,0.0,0.1,G,,True,5000
100,0,5.730246537250116,5.31033611247728,3.363929588780117,7.621362583278717,11.569364133984498,3.2072046457647327,43.11982978515386,44.090732599927314,65,65,1,20,30.0,0.0,0.30000000000000004,G,,False,5000
