,error_angle_mean,error_angle_median,error_angle_std,N,k,n,kappa_within_site,site_lat,outlier_rate,ignore_outliers,site_long
0,5.601767570732363,5.104343807278099,3.210975554640932,30,3,10,50,30,0.0,False,0
0,5.324368333809434,4.857795222717797,3.0166197198233355,40,4,10,50,30,0.0,False,0
0,5.23651109107859,4.786674921250679,2.9350873910801965,50,5,10,50,30,0.0,False,0
0,5.328425850542774,4.838680139820703,3.0950002828061587,60,6,10,50,30,0.0,False,0
0,5.2141409113321595,4.775978774038435,2.9751844210435743,70,7,10,50,30,0.0,False,0
0,5.165399818208299,4.684269917030605,2.9727806712309435,80,8,10,50,30,0.0,False,0
0,5.2158934772058405,4.736007686758484,2.9940883547578347,90,9,10,50,30,0.0,False,0
0,5.120749105050245,4.656931875394001,2.9246926447785366,100,10,10,50,30,0.0,False,0
0,5.1358193772116705,4.723784956992979,2.9276122225898327,110,11,10,50,30,0.0,False,0
0,5.120554307553018,4.631010017750398,2.9581631505089754,120,12,10,50,30,0.0,False,0
0,5.204322964279814,4.720278798468087,2.9409206396059004,130,13,10,50,30,0.0,False,0
0,5.109989515107728,4.687140216628663,2.977056967547568,140,14,10,50,30,0.0,False,0
0,5.110633198365635,4.5965044803382895,2.9537653396767998,150,15,10,50,30,0.0,False,0
0,5.213726402144218,4.763784213283579,3.0264857202799904,160,16,10,50,30,0.0,False,0
0,5.069809486645554,4.554731181335825,3.009358518038755,170,17,10,50,30,0.0,False,0
0,5.1985300470077425,4.745661459580752,2.917642665320593,180,18,10,50,30,0.0,False,0
0,5.067525261588569,4.651950458292696,2.9103419771065546,190,19,10,50,30,0.0,False,0
0,5.979651797136055,5.590088874323612,3.317676269340981,11,1,11,50,30,0.0,False,0
0,5.492157980852778,5.023927306821534,3.1395152942535876,22,2,11,50,30,0.0,False,0
0,5.257633904581024,4.924669495248445,2.8792609168603396,33,3,11,50,30,0.0,False,0
0,5.143702272907989,4.6888325041578796,2.9299723371249726,44,4,11,50,30,0.0,False,0
0,5.082008078036443,4.69202248668325,2.8049404582789927,55,5,11,50,30,0.0,False,0
0,5.1520407737577925,4.707653374798163,2.9158455526566356,66,6,11,50,30,0.0,False,0
0,5.048452794826968,4.504179299508124,2.8896926130232417,77,7,11,50,30,0.0,False,0
0,4.934051748184372,4.410526117669143,2.770967518483153,88,8,11,50,30,0.0,False,0
0,4.938887607920933,4.467572775030867,2.8539349161974177,99,9,11,50,30,0.0,False,0
0,4.934914010706966,4.512248674894948,2.8054768298822896,110,10,11,50,30,0.0,False,0
0,4.898200391126193,4.463183778593745,2.8675320152369332,121,11,11,50,30,0.0,False,0
0,4.937489966142006,4.49011371832988,2.7989986067744677,132,12,11,50,30,0.0,False,0
0,4.970738758701977,4.507638382380428,2.8482824183298137,143,13,11,50,30,0.0,False,0
0,4.867491954961331,4.406045323696802,2.8477821452792877,154,14,11,50,30,0.0,False,0
0,4.888089064381384,4.394018361169692,2.8567855179152417,165,15,11,50,30,0.0,False,0
0,4.844341344872222,4.421728895708057,2.7113991508236914,176,16,11,50,30,0.0,False,0
0,4.905587764789915,4.499856868100309,2.848590478484851,187,17,11,50,30,0.0,False,0
0,4.892838133031523,4.4883202697609335,2.768274222656489,198,18,11,50,30,0.0,False,0
0,5.800782016118069,5.3539009958799255,3.143547140720794,12,1,12,50,30,0.0,False,0
0,5.219400673748665,4.8286166705655305,2.8747975624600772,24,2,12,50,30,0.0,False,0
0,5.002733019684921,4.593664543826122,2.81016192882581,36,3,12,50,30,0.0,False,0
0,4.878197133685507,4.487633672069023,2.75601208532882,48,4,12,50,30,0.0,False,0
0,4.8098162342513096,4.466206286424097,2.6870245686363146,60,5,12,50,30,0.0,False,0
0,4.831569681609865,4.413786611644291,2.726665764562594,72,6,12,50,30,0.0,False,0
0,4.755611175814951,4.338517430654733,2.687012978902987,84,7,12,50,30,0.0,False,0
0,4.793445986160401,4.40259241981677,2.731287889821527,96,8,12,50,30,0.0,False,0
0,4.6865048407658865,4.317324894933414,2.6465218065483573,108,9,12,50,30,0.0,False,0
0,4.727874408378297,4.366781816942087,2.622496015904853,120,10,12,50,30,0.0,False,0
0,4.795910278955134,4.337826197943876,2.7056959053927185,132,11,12,50,30,0.0,False,0
0,4.725035618603386,4.3068978246462635,2.658267884198492,144,12,12,50,30,0.0,False,0
0,4.742877604123023,4.322660352961911,2.7544125895658658,156,13,12,50,30,0.0,False,0
0,4.807573570734174,4.3741648900176315,2.7956483836121855,168,14,12,50,30,0.0,False,0
0,4.67426320630959,4.286920595360002,2.6440819716398294,180,15,12,50,30,0.0,False,0
0,4.716891012043259,4.321634309732012,2.682711350177646,192,16,12,50,30,0.0,False,0
0,5.499390607267754,5.069410152843332,3.070167153050253,13,1,13,50,30,0.0,False,0
0,5.015328774111477,4.649941838738158,2.6737751717824865,26,2,13,50,30,0.0,False,0
0,4.847619652598065,4.469113858024755,2.629606274526784,39,3,13,50,30,0.0,False,0
0,4.7854113633509,4.4347810566831285,2.615453600826249,52,4,13,50,30,0.0,False,0
0,4.6366508787755505,4.2447316656469525,2.6316966570924043,65,5,13,50,30,0.0,False,0
0,4.617585384987182,4.225797022930408,2.608626006795409,78,6,13,50,30,0.0,False,0
0,4.595422549332299,4.2449018473032325,2.5712131930655384,91,7,13,50,30,0.0,False,0
0,4.6037220593477235,4.164868123916804,2.6002196496860708,104,8,13,50,30,0.0,False,0
0,4.518207983429125,4.1192139946555955,2.551499116138321,117,9,13,50,30,0.0,False,0
0,4.547206460103007,4.128691540383528,2.5831065369138475,130,10,13,50,30,0.0,False,0
0,4.623105434740729,4.270884260398766,2.568949131783638,143,11,13,50,30,0.0,False,0
0,4.514391295418647,4.133478051949652,2.5695367104676565,156,12,13,50,30,0.0,False,0
0,4.495106750241313,4.099852201493576,2.5386341432089043,169,13,13,50,30,0.0,False,0
0,4.5552024915036755,4.192269268739864,2.531054146333179,182,14,13,50,30,0.0,False,0
0,4.559375786121622,4.159011053777341,2.586902981847446,195,15,13,50,30,0.0,False,0
0,5.320538463987668,4.942499483391444,2.8575925818473285,14,1,14,50,30,0.0,False,0
0,4.715948063050187,4.372193913428525,2.650576584706208,28,2,14,50,30,0.0,False,0
0,4.615916739665074,4.2331439841640375,2.5567614106673875,42,3,14,50,30,0.0,False,0
0,4.567136651466248,4.248225271101589,2.537819241216296,56,4,14,50,30,0.0,False,0
0,4.486617320473354,4.164592768824605,2.453588669788138,70,5,14,50,30,0.0,False,0
0,4.484946469210636,4.089564553378729,2.497431966214796,84,6,14,50,30,0.0,False,0
0,4.46443387618423,4.098284697166662,2.488264694705661,98,7,14,50,30,0.0,False,0
0,4.380681443259771,4.074483582432066,2.3863369760879936,112,8,14,50,30,0.0,False,0
0,4.401558079094417,4.019461118163221,2.4705504392388713,126,9,14,50,30,0.0,False,0
0,4.445407920678472,4.088051169202714,2.485260710520209,140,10,14,50,30,0.0,False,0
0,4.345264742156792,4.006965660231046,2.426279922019378,154,11,14,50,30,0.0,False,0
0,4.446982191647478,4.051941131896548,2.4863950151460705,168,12,14,50,30,0.0,False,0
0,4.3976943360828304,4.048042075294369,2.446275900949359,182,13,14,50,30,0.0,False,0
0,4.373023026639446,4.009433404933326,2.509772707327414,196,14,14,50,30,0.0,False,0
0,5.103234885530571,4.765647057032645,2.770907632814843,15,1,15,50,30,0.0,False,0
0,4.653527347764151,4.316415676365985,2.5688198066227104,30,2,15,50,30,0.0,False,0
0,4.519933618627385,4.163811524942936,2.4401215817830733,45,3,15,50,30,0.0,False,0
0,4.433080514484873,4.097495585904767,2.471899973442454,60,4,15,50,30,0.0,False,0
0,4.413646952783759,4.082951347522489,2.387178742285721,75,5,15,50,30,0.0,False,0
0,4.364287305273543,4.026354175621684,2.462099375201902,90,6,15,50,30,0.0,False,0
0,4.3574479055208135,4.0046574336100775,2.4321147961386056,105,7,15,50,30,0.0,False,0
0,4.30102384854308,3.977994728149632,2.4097009939919634,120,8,15,50,30,0.0,False,0
0,4.249153329435557,3.902632588507167,2.3816322365082487,135,9,15,50,30,0.0,False,0
0,4.330775287369923,3.998267686308097,2.46399217776148,150,10,15,50,30,0.0,False,0
0,4.28452304698064,3.893302916238703,2.431680699819248,165,11,15,50,30,0.0,False,0
0,4.291357741204086,3.889260994547108,2.452664259419445,180,12,15,50,30,0.0,False,0
0,4.230894192608078,3.882084546345247,2.428092982996313,195,13,15,50,30,0.0,False,0
0,4.995030707703014,4.646468624313371,2.6945598202237684,16,1,16,50,30,0.0,False,0
0,4.515750648507987,4.200761272387616,2.469571074556793,32,2,16,50,30,0.0,False,0
0,4.344497721773818,4.021457096769559,2.370733521287574,48,3,16,50,30,0.0,False,0
0,4.2856291937886395,3.9720454583441906,2.315536210570563,64,4,16,50,30,0.0,False,0
0,4.254597133099156,3.8697928190798834,2.3387504515385196,80,5,16,50,30,0.0,False,0
0,4.197343574011555,3.8970104096615543,2.3089190898638323,96,6,16,50,30,0.0,False,0
0,4.165016546929154,3.8538096720444273,2.305267057263229,112,7,16,50,30,0.0,False,0
0,4.193925311929083,3.855899767879606,2.281951094759706,128,8,16,50,30,0.0,False,0
0,4.137224666724893,3.7849061980998897,2.3428322760776488,144,9,16,50,30,0.0,False,0
0,4.072255652279303,3.7819980021210284,2.271482303267056,160,10,16,50,30,0.0,False,0
0,4.177634674705297,3.816925775710679,2.3201549571621234,176,11,16,50,30,0.0,False,0
0,4.092422147252794,3.853662931199665,2.2552570594850496,192,12,16,50,30,0.0,False,0
0,4.933446125542117,4.6246302403385044,2.62814211320325,17,1,17,50,30,0.0,False,0
0,4.328684226748917,4.00066700167865,2.397850705158568,34,2,17,50,30,0.0,False,0
0,4.203567565270092,3.922812148915284,2.313087916809158,51,3,17,50,30,0.0,False,0
0,4.1958055629149165,3.8804064560439855,2.308263340338738,68,4,17,50,30,0.0,False,0
0,4.171285341248366,3.857750952458275,2.2675924876452105,85,5,17,50,30,0.0,False,0
0,4.1237877216435335,3.819692407053317,2.2762770622966215,102,6,17,50,30,0.0,False,0
0,4.022412074924135,3.7066234896120207,2.256144428032042,119,7,17,50,30,0.0,False,0
0,4.051301121220653,3.6936916313389148,2.2451924154957243,136,8,17,50,30,0.0,False,0
0,4.102723035005831,3.770367245756205,2.2894916901665767,153,9,17,50,30,0.0,False,0
0,4.034818744267691,3.7408302037609076,2.2585485343828346,170,10,17,50,30,0.0,False,0
0,4.058027659598396,3.7567068974766613,2.2633704525036875,187,11,17,50,30,0.0,False,0
0,4.683987934664434,4.337503813427048,2.4727882059869923,18,1,18,50,30,0.0,False,0
0,4.249374602188398,3.935910610270234,2.3568083590142517,36,2,18,50,30,0.0,False,0
0,4.160073986728465,3.8618670213862316,2.2533764093321866,54,3,18,50,30,0.0,False,0
0,4.061883891074893,3.679774923533273,2.2715558421899327,72,4,18,50,30,0.0,False,0
0,3.9960411717417927,3.6980102645439246,2.2183557517775014,90,5,18,50,30,0.0,False,0
0,3.951203239267007,3.6478415197961382,2.1570269208059116,108,6,18,50,30,0.0,False,0
0,3.944201984089196,3.6302457221946938,2.1791981703852557,126,7,18,50,30,0.0,False,0
0,3.875118943744486,3.6118936324508724,2.127219600440586,144,8,18,50,30,0.0,False,0
0,3.927761902168872,3.6122439908713986,2.1442686977671728,162,9,18,50,30,0.0,False,0
0,3.9360093043306863,3.610006161551361,2.161785082821209,180,10,18,50,30,0.0,False,0
0,3.841597056476,3.558989247238216,2.10272436910242,198,11,18,50,30,0.0,False,0
0,4.549942377951837,4.243967764315165,2.4197236542559972,19,1,19,50,30,0.0,False,0
0,4.204702231822872,3.9511706715068726,2.269508047236837,38,2,19,50,30,0.0,False,0
0,4.067750574538227,3.721972335642313,2.242948442943378,57,3,19,50,30,0.0,False,0
0,4.015350322673689,3.7098677927495203,2.1961167855845374,76,4,19,50,30,0.0,False,0
0,3.926821077132294,3.642919864013635,2.1525844555675873,95,5,19,50,30,0.0,False,0
0,3.8617565812811168,3.57091474769134,2.132468960290107,114,6,19,50,30,0.0,False,0
0,3.8336238425460243,3.513799017552401,2.071693747589735,133,7,19,50,30,0.0,False,0
0,3.808530204618644,3.5155618151498444,2.1113659860027476,152,8,19,50,30,0.0,False,0
0,3.8645188907138173,3.5368205401381374,2.0975410675156536,171,9,19,50,30,0.0,False,0
0,3.7968725426945493,3.5392112074343203,2.0723018480415583,190,10,19,50,30,0.0,False,0
0,4.463450639310586,4.113924656731832,2.430570013790968,20,1,20,50,30,0.0,False,0
0,4.04285477311607,3.6992433461288314,2.2422190297128366,40,2,20,50,30,0.0,False,0
0,3.8792956168050132,3.6210512383970084,2.113355777979986,60,3,20,50,30,0.0,False,0
0,3.830013069252042,3.519539768604538,2.076642466064747,80,4,20,50,30,0.0,False,0
0,3.8230996441074465,3.5565873399608705,2.0802555297902203,100,5,20,50,30,0.0,False,0
0,3.7994414125974734,3.5192748327582706,2.0698302331632927,120,6,20,50,30,0.0,False,0
0,3.808673285995409,3.525294357496186,2.0771156057705347,140,7,20,50,30,0.0,False,0
0,3.6841858695585032,3.4057588402577466,2.033930515487827,160,8,20,50,30,0.0,False,0
0,3.7458336279535023,3.41531168012974,2.079189877844687,180,9,20,50,30,0.0,False,0
0,22.279805947215703,16.66365049778811,22.480923865288247,1,1,1,50,30,0.05,False,0
0,20.63296559917245,15.227677192106235,18.960814694897064,2,2,1,50,30,0.05,False,0
0,18.66164424620959,14.91061246437134,15.964174345580917,3,3,1,50,30,0.05,False,0
0,17.788145774484164,14.288373265825726,14.528482981049976,4,4,1,50,30,0.05,False,0
0,16.65661541056312,13.506553126572406,13.931387242703394,5,5,1,50,30,0.05,False,0
0,16.740956659251722,13.42486082168785,14.705027686352109,6,6,1,50,30,0.05,False,0
0,15.994218514893552,12.887721976430903,13.492519368604523,7,7,1,50,30,0.05,False,0
0,15.794121035597065,12.935576126942983,13.036321421851952,8,8,1,50,30,0.05,False,0
0,15.941112582316448,12.964134362680454,13.325097093307983,9,9,1,50,30,0.05,False,0
0,15.41185437918815,12.344623504566847,13.519366558484258,10,10,1,50,30,0.05,False,0
0,15.5480860002541,12.526049528829233,13.793615272134296,11,11,1,50,30,0.05,False,0
0,15.594060757349206,12.087967507217883,14.337938882995479,12,12,1,50,30,0.05,False,0
0,15.505853323165871,12.345772557169752,13.76007055302608,13,13,1,50,30,0.05,False,0
0,15.236697381909329,12.145562011837782,13.52475058553069,14,14,1,50,30,0.05,False,0
0,15.684111323205906,12.176066074248574,14.389611685690536,15,15,1,50,30,0.05,False,0
0,15.026915685154098,12.027309667437372,13.816659207230623,16,16,1,50,30,0.05,False,0
0,15.324918118689496,12.36235520900393,13.871456163927457,17,17,1,50,30,0.05,False,0
0,15.166237374405958,11.890297122453383,14.281342071642403,18,18,1,50,30,0.05,False,0
0,15.466224132177977,12.202481161587983,14.330959848133308,19,19,1,50,30,0.05,False,0
0,15.17361397943346,12.311836531060003,13.072591546317513,20,20,1,50,30,0.05,False,0
0,14.7211564502855,11.835461168130372,12.868770301638191,21,21,1,50,30,0.05,False,0
0,15.352274282906707,11.993435277887592,14.164783270883817,22,22,1,50,30,0.05,False,0
0,15.192883550804753,11.821405627479265,13.904675269741967,23,23,1,50,30,0.05,False,0
0,14.88972730345136,11.982918226452377,13.264359054411516,24,24,1,50,30,0.05,False,0
0,14.908716319018076,11.778695611506329,13.846485809361527,25,25,1,50,30,0.05,False,0
0,15.129607381501646,11.786372202120042,14.232898068843037,26,26,1,50,30,0.05,False,0
0,14.864000379746518,11.605323182136146,13.541498961077654,27,27,1,50,30,0.05,False,0
0,15.01000536755978,11.793176838469165,13.712313697131163,28,28,1,50,30,0.05,False,0
0,15.175001099773842,11.763887444369125,13.886617870607752,29,29,1,50,30,0.05,False,0
0,14.880040361026964,11.600739738233749,13.899698020736954,30,30,1,50,30,0.05,False,0
0,14.775819339747382,11.711586003798296,13.80804578921574,31,31,1,50,30,0.05,False,0
0,15.171004385900313,11.910056525250099,13.755433513342581,32,32,1,50,30,0.05,False,0
0,14.842510256279725,11.709836096200561,14.203146195231392,33,33,1,50,30,0.05,False,0
0,14.832570629381967,11.544378368641809,13.485545814875247,34,34,1,50,30,0.05,False,0
0,15.168875578271049,11.876312298599757,13.816426307867467,35,35,1,50,30,0.05,False,0
0,15.001662352593026,11.680004620909038,13.646268921675816,36,36,1,50,30,0.05,False,0
0,14.771773248445422,11.601298239999906,13.677584129545565,37,37,1,50,30,0.05,False,0
0,15.175042536199726,11.84064196891542,14.19039321867073,38,38,1,50,30,0.05,False,0
0,14.762206947471443,11.434063684584935,13.689858763705782,39,39,1,50,30,0.05,False,0
0,14.838464182442117,11.465599880392269,14.17330880455341,40,40,1,50,30,0.05,False,0
0,17.45229777653847,12.9246269689856,16.050290171534414,2,1,2,50,30,0.05,False,0
0,15.695311831519179,11.991156662426128,13.189910868346711,4,2,2,50,30,0.05,False,0
0,13.962445658563379,11.419009764629457,10.860216174053669,6,3,2,50,30,0.05,False,0
0,12.931939075884914,10.654137628889409,9.913272728621822,8,4,2,50,30,0.05,False,0
0,12.933139392334317,10.77383806724498,9.858665272670356,10,5,2,50,30,0.05,False,0
0,12.305861597730486,10.20092025556773,9.594413833282893,12,6,2,50,30,0.05,False,0
0,12.295318408546896,9.968905049176719,9.670507399546286,14,7,2,50,30,0.05,False,0
0,11.966990562418705,9.967347658242666,9.49466570007977,16,8,2,50,30,0.05,False,0
0,11.712878938960953,9.801719173622281,9.040688740645999,18,9,2,50,30,0.05,False,0
0,11.753800953561656,9.85681132538955,8.901681113903503,20,10,2,50,30,0.05,False,0
0,11.804890064360436,9.777116088334637,9.19956573262245,22,11,2,50,30,0.05,False,0
0,11.62241073501055,9.484443704929177,9.564427785336886,24,12,2,50,30,0.05,False,0
0,11.451797071099568,9.42839914003551,8.907432407580087,26,13,2,50,30,0.05,False,0
0,11.657426776662877,9.526558936075006,9.35593774648381,28,14,2,50,30,0.05,False,0
0,11.561936256812915,9.453368386041326,9.548240650471072,30,15,2,50,30,0.05,False,0
0,11.413850071168469,9.399949751219594,9.089684702041426,32,16,2,50,30,0.05,False,0
0,11.569293915714338,9.481338440699709,9.700435050278802,34,17,2,50,30,0.05,False,0
0,11.30199558915252,9.129526582171387,8.951565781667188,36,18,2,50,30,0.05,False,0
0,11.530555159598586,9.165767128370142,9.930425645812194,38,19,2,50,30,0.05,False,0
0,11.419623858323686,9.198375115953077,10.010549990669162,40,20,2,50,30,0.05,False,0
0,11.027171335823896,9.06270091312355,8.520914650176634,42,21,2,50,30,0.05,False,0
0,11.454426139658088,9.353584282227516,9.359456669925091,44,22,2,50,30,0.05,False,0
0,11.124640375285676,9.204821046155587,8.859833135869883,46,23,2,50,30,0.05,False,0
0,11.432023526027622,9.106118842684886,9.739934988872825,48,24,2,50,30,0.05,False,0
0,11.251520711837806,9.058066304709584,9.491594086514977,50,25,2,50,30,0.05,False,0
0,11.267914867451411,9.186744399799785,9.5560687948456,52,26,2,50,30,0.05,False,0
0,11.35167816329925,9.184253377722435,9.411617974307466,54,27,2,50,30,0.05,False,0
0,11.169517682294725,9.051674339824473,9.032012170357854,56,28,2,50,30,0.05,False,0
0,11.21423856434603,9.16561476806968,8.966151210671926,58,29,2,50,30,0.05,False,0
0,11.122484968115572,9.236790721057147,8.942493138700321,60,30,2,50,30,0.05,False,0
0,11.14618549566237,8.928507538814337,9.554211187976023,62,31,2,50,30,0.05,False,0
0,11.359710239937632,9.192283617968698,9.365166463294699,64,32,2,50,30,0.05,False,0
0,11.236984507040157,9.160675147600877,9.00912765186583,66,33,2,50,30,0.05,False,0
0,11.292536606638434,9.10566372879478,9.449498022411431,68,34,2,50,30,0.05,False,0
0,11.113062411799588,8.889628955386705,9.299112943242644,70,35,2,50,30,0.05,False,0
0,11.369669928792012,9.00361469031077,9.644218582685339,72,36,2,50,30,0.05,False,0
0,11.11357831560384,8.936206096758347,9.068286640139364,74,37,2,50,30,0.05,False,0
0,11.28050940570329,8.960315188657809,9.333978565623854,76,38,2,50,30,0.05,False,0
0,11.370765141673214,9.115366821125427,9.907225466246468,78,39,2,50,30,0.05,False,0
0,11.213758014399504,9.143422604175022,9.394380379288956,80,40,2,50,30,0.05,False,0
0,13.8137184342578,11.14908943276351,10.958811525768228,3,1,3,50,30,0.05,False,0
0,12.756677539107322,10.416231400221868,8.972256722115322,6,2,3,50,30,0.05,False,0
0,11.40194473263527,10.004655495064455,7.358825735935763,9,3,3,50,30,0.05,False,0
0,10.945487132434518,9.380205369115174,7.119696384817393,12,4,3,50,30,0.05,False,0
0,10.22228605222133,8.93492733236453,6.639316387144138,15,5,3,50,30,0.05,False,0
0,10.05598149007712,8.559171021912313,6.8783390165942055,18,6,3,50,30,0.05,False,0
0,9.818311242496977,8.464480761491842,6.574741990242438,21,7,3,50,30,0.05,False,0
0,9.727805787058328,8.378040062204356,6.393765106438098,24,8,3,50,30,0.05,False,0
0,9.845303159996229,8.358697977019162,6.852175431681506,27,9,3,50,30,0.05,False,0
0,9.691763695183342,8.254197461594345,6.601147693866438,30,10,3,50,30,0.05,False,0
0,9.499053658638973,8.14786954234831,6.262849686205424,33,11,3,50,30,0.05,False,0
0,9.598639724652603,8.190418455277225,6.821418444844333,36,12,3,50,30,0.05,False,0
0,9.415631649290585,7.962065259233626,6.546298268782197,39,13,3,50,30,0.05,False,0
0,9.507275339220666,7.988527479349116,6.588050711749223,42,14,3,50,30,0.05,False,0
0,9.349824855745043,7.968579807760804,6.387340479657154,45,15,3,50,30,0.05,False,0
0,9.523303845542614,8.240975036134287,6.4461005696748925,48,16,3,50,30,0.05,False,0
0,9.403704475484194,7.879593005597371,6.60786530922823,51,17,3,50,30,0.05,False,0
0,9.335503386254823,7.838512638700124,6.542018430320903,54,18,3,50,30,0.05,False,0
0,9.336403228028994,7.969863565966264,6.506376682944579,57,19,3,50,30,0.05,False,0
0,9.310637665951239,7.939275417751091,6.534382191273667,60,20,3,50,30,0.05,False,0
0,9.146809534914352,7.707497500536938,6.416785229145453,63,21,3,50,30,0.05,False,0
0,9.242880362378472,7.884076229144412,6.314571979082564,66,22,3,50,30,0.05,False,0
0,9.10314893910626,7.7032258347500076,6.307934182223273,69,23,3,50,30,0.05,False,0
0,9.358348440406548,7.825994735659997,6.453733792589865,72,24,3,50,30,0.05,False,0
0,9.335925684318031,7.70902904210017,6.764519102898632,75,25,3,50,30,0.05,False,0
0,9.148894498146081,7.802582887898417,6.35273210266045,78,26,3,50,30,0.05,False,0
0,9.15778286933912,7.754128731690884,6.5838243185412315,81,27,3,50,30,0.05,False,0
0,9.06611328784444,7.738777145489976,6.290949726094129,84,28,3,50,30,0.05,False,0
0,9.06240379608278,7.55492410232651,6.403166580753548,87,29,3,50,30,0.05,False,0
0,9.23452395534925,7.800308640747147,6.531565233837727,90,30,3,50,30,0.05,False,0
0,9.305839988911405,7.877644942280931,6.892356064665366,93,31,3,50,30,0.05,False,0
0,9.208957786649957,7.725516118922194,6.522203322491149,96,32,3,50,30,0.05,False,0
0,9.137758290091876,7.767762243526974,6.383191432407693,99,33,3,50,30,0.05,False,0
0,8.951728516456912,7.530324357472814,6.094949055370799,102,34,3,50,30,0.05,False,0
0,9.225533713940228,7.77358633860279,6.7487487082794635,105,35,3,50,30,0.05,False,0
0,9.281252044616322,7.784339489374091,6.647691758240187,108,36,3,50,30,0.05,False,0
0,9.360353365533832,7.908370990947482,6.412331899290378,111,37,3,50,30,0.05,False,0
0,9.171172108528637,7.761160134815235,6.580564513635189,114,38,3,50,30,0.05,False,0
0,9.184822015544313,7.741817759782883,6.51010920853404,117,39,3,50,30,0.05,False,0
0,9.108702205658231,7.70544365485555,6.452483602264179,120,40,3,50,30,0.05,False,0
0,11.896482950282131,9.96160787184845,8.375724999061013,4,1,4,50,30,0.05,False,0
0,11.100957375425093,9.520134856244923,7.26659317056922,8,2,4,50,30,0.05,False,0
0,10.019169233294791,8.942426086876374,6.116036737443748,12,3,4,50,30,0.05,False,0
0,9.527270638203607,8.40875863767856,5.904430691100818,16,4,4,50,30,0.05,False,0
0,8.8711237676465,7.799320106394802,5.487386881977393,20,5,4,50,30,0.05,False,0
0,8.659101250510282,7.613370008407351,5.5373067698247675,24,6,4,50,30,0.05,False,0
0,8.472517169325474,7.407906916857954,5.445167546425568,28,7,4,50,30,0.05,False,0
0,8.501145615038583,7.469702655083971,5.423413740699237,32,8,4,50,30,0.05,False,0
0,8.545194982064322,7.459067758870944,5.460289059528807,36,9,4,50,30,0.05,False,0
0,8.239389729281656,7.312774632011958,5.119973037510358,40,10,4,50,30,0.05,False,0
0,8.357215926138913,7.3321022994836085,5.243850998686928,44,11,4,50,30,0.05,False,0
0,8.337291809556682,7.321430467040557,5.285631711174732,48,12,4,50,30,0.05,False,0
0,8.169385950389096,7.138997615051828,5.203549772487727,52,13,4,50,30,0.05,False,0
0,8.093961924629317,7.0112090488288885,5.221164318834339,56,14,4,50,30,0.05,False,0
0,8.160066601315785,7.077402934420768,5.277243942281972,60,15,4,50,30,0.05,False,0
0,8.000699847485263,6.913653851519811,5.16015238544078,64,16,4,50,30,0.05,False,0
0,8.20580294271904,7.111970597788535,5.455955137283913,68,17,4,50,30,0.05,False,0
0,7.952143077041473,6.836039059348494,5.117593177972272,72,18,4,50,30,0.05,False,0
0,7.987108372351171,6.899660374801954,5.411324236554491,76,19,4,50,30,0.05,False,0
0,8.047496532136105,7.049074642387389,5.109825313466905,80,20,4,50,30,0.05,False,0
0,8.042406024326208,7.008616077033238,5.155390598787995,84,21,4,50,30,0.05,False,0
0,7.896284845479521,6.842621090903542,5.084252947425886,88,22,4,50,30,0.05,False,0
0,8.018016379692613,6.9320661059614395,5.26781109571248,92,23,4,50,30,0.05,False,0
0,8.097454400354748,6.999808039956008,5.404745847431185,96,24,4,50,30,0.05,False,0
0,8.137019547693617,7.021870098366442,5.3990938646876065,100,25,4,50,30,0.05,False,0
0,8.035379363682887,6.909264453135648,5.18632994290021,104,26,4,50,30,0.05,False,0
0,8.055840057035484,6.924489912091872,5.29633838305056,108,27,4,50,30,0.05,False,0
0,7.952363920299922,6.895749742651162,5.1877301414627635,112,28,4,50,30,0.05,False,0
0,7.9457783257280346,6.853066861152264,5.260361376999693,116,29,4,50,30,0.05,False,0
0,8.02300880868539,7.026187938751143,5.087350131093987,120,30,4,50,30,0.05,False,0
0,7.936761737899876,6.8390850006822745,5.1857700100337,124,31,4,50,30,0.05,False,0
0,8.174320981874732,7.075342035870037,5.329763872416651,128,32,4,50,30,0.05,False,0
0,7.866977713390394,6.820715152372756,5.0014114360660065,132,33,4,50,30,0.05,False,0
0,7.933888960435514,6.874337308091384,5.29709277325399,136,34,4,50,30,0.05,False,0
0,7.949009912602362,6.845754959133892,5.3337074179518345,140,35,4,50,30,0.05,False,0
0,8.061488112872924,6.986421991369234,5.223029227842428,144,36,4,50,30,0.05,False,0
0,7.901078821593377,6.9052448917291045,5.089353171496593,148,37,4,50,30,0.05,False,0
0,7.917509923800136,6.862354059127341,5.154087188221932,152,38,4,50,30,0.05,False,0
0,8.064233790681799,6.8925563029604575,5.292475411544602,156,39,4,50,30,0.05,False,0
0,7.902631468838017,6.786717938508168,5.098169593176395,160,40,4,50,30,0.05,False,0
0,10.472528554993817,8.969805102908957,7.1695024553863,5,1,5,50,30,0.05,False,0
0,9.961673124337247,8.727974737389147,6.340638835973226,10,2,5,50,30,0.05,False,0
0,8.756958649337706,7.837242021864512,5.234333277772151,15,3,5,50,30,0.05,False,0
0,8.267141747375637,7.336277260815102,5.030850552019419,20,4,5,50,30,0.05,False,0
0,7.9696755739524185,7.045958089820488,4.837540407870593,25,5,5,50,30,0.05,False,0
0,7.921074633499079,7.084317916057913,4.739190649021483,30,6,5,50,30,0.05,False,0
0,7.710791596352052,6.886102942176748,4.638798486120366,35,7,5,50,30,0.05,False,0
