,plong,plat,total_samples,samples_per_sites,S2_vgp,error_angle,S2_vgp_real,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers
0,49.421026069795765,83.36852564002378,100.0,1,4143.765916819148,6.631474359976224,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
1,185.42823473216654,85.29723302849364,100.0,1,5084.497682372144,4.702766971506364,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
2,104.53050495363493,87.48368519380959,100.0,1,4137.162187482646,2.516314806190408,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
3,114.96122873497646,84.50519028204428,100.0,1,3660.450897336249,5.494809717955718,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
4,327.8762548770281,85.12399005683899,100.0,1,4260.034571383994,4.876009943161009,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
5,73.07407999835227,81.35641405579314,100.0,1,3399.9264196041026,8.643585944206862,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
6,89.45587177006293,82.63154906992928,100.0,1,3634.0931226757643,7.368450930070722,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
7,233.0561632450827,81.85414248511086,100.0,1,3769.482309086379,8.145857514889144,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
8,171.4233982725945,85.25184220657663,100.0,1,3163.8692351954082,4.748157793423374,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
9,84.51585507777116,82.87347718739235,100.0,1,4752.254530278685,7.1265228126076465,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
10,344.69159895697527,84.39646711434114,100.0,1,3975.5669075991323,5.603532885658865,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
11,28.304780799583245,89.27411446656953,100.0,1,4152.11937936165,0.7258855334304712,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
12,70.18994168131692,78.3970392586757,100.0,1,3895.1510685487756,11.602960741324296,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
13,69.19511251454928,78.35764409011534,100.0,1,4305.2734896464235,11.642355909884657,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
14,13.921936844279267,85.96621204980944,100.0,1,3635.3873692118823,4.033787950190558,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
15,352.61604497217803,88.3133791580438,100.0,1,4848.105786514268,1.6866208419561985,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
16,317.3596520315621,80.81348881600046,100.0,1,5060.64764274937,9.186511183999542,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
17,270.9333784750864,79.32537682143338,100.0,1,4139.115849282364,10.67462317856662,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
18,110.64970328362496,86.49244351432687,100.0,1,3398.777055034461,3.5075564856731347,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
19,246.91748080740572,88.73376654499891,100.0,1,4093.2255246374466,1.2662334550010854,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
20,247.70678699690757,82.15743333274527,100.0,1,3968.197401430296,7.842566667254729,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
21,71.02260309229527,83.26750434487025,100.0,1,3984.7286410394754,6.732495655129753,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
22,231.69196112940165,82.46929915436502,100.0,1,4276.522166936195,7.530700845634982,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
23,259.50998497457795,86.05866920996813,100.0,1,3181.4561450537253,3.94133079003187,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
24,91.14740606290262,84.02906276909192,100.0,1,4372.365101946411,5.970937230908078,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
25,65.84706318302348,79.56299646142791,100.0,1,3967.8993833585287,10.437003538572085,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
26,240.60407314994447,82.96981307849995,100.0,1,3532.296818642109,7.0301869215000465,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
27,214.57152859612142,85.31735567949039,100.0,1,3920.7399419748713,4.68264432050961,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
28,107.44733216837146,84.24177757577068,100.0,1,3996.8363390248605,5.7582224242293165,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
29,322.74651116606157,87.08714549380106,100.0,1,3582.0417531856883,2.91285450619894,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
30,66.37858688779463,86.25158152710529,100.0,1,3893.9901283894533,3.7484184728947127,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
31,137.17988410218751,81.42032873787556,100.0,1,3245.1501239635004,8.579671262124435,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
32,121.9351845296463,81.84498757307037,100.0,1,4285.478119869128,8.15501242692963,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
33,40.878868428089014,88.53836879412019,100.0,1,3334.1367664816344,1.4616312058798115,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
34,66.44896259090162,81.04078208303135,100.0,1,5278.049447033927,8.959217916968655,191.72290000000004,100,100,1,66.06998076240396,30,0,0.4,G,,False
