,plong,plat,total_samples,samples_per_sites,S2_vgp,error_angle,S2_vgp_real,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers
0,132.21808612548702,83.21355030736778,100.0,1,5378.974751968465,6.7864496926322175,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
1,172.24203566663616,77.79375711669584,100.0,1,6341.4846389040285,12.206242883304157,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
2,96.40585827687474,81.89508828346911,100.0,1,5708.748279927956,8.104911716530893,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
3,255.7738162790102,73.40200876333401,100.0,1,5919.966949803008,16.59799123666599,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
4,251.85495379324217,76.61047292213918,100.0,1,5432.262193704613,13.38952707786082,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
5,150.270746094177,82.86378885468474,100.0,1,5426.373016682622,7.136211145315258,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
6,278.45637183140445,79.69935162925412,100.0,1,5852.792756388679,10.300648370745876,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
7,141.59729782071977,84.54191814450934,100.0,1,5859.330793008996,5.458081855490661,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
8,22.40568577080067,88.4482528140026,100.0,1,6012.425283659303,1.5517471859973995,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
9,173.4069296896155,83.74782847542139,100.0,1,5668.438932010458,6.252171524578614,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
10,34.01470048188489,79.82192102736192,100.0,1,6119.26947049383,10.178078972638076,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
11,316.2038031613829,75.03360743139203,100.0,1,7514.284045867554,14.966392568607972,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
12,351.0906838362146,85.34343871221866,100.0,1,7018.874838144901,4.656561287781344,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
13,23.332932088979206,77.54776340085375,100.0,1,5620.660407578961,12.452236599146246,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
14,222.9104477923865,85.32460140809724,100.0,1,6117.732853492516,4.675398591902763,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
15,30.511452871764774,72.48706712348348,100.0,1,6126.9467355722745,17.512932876516516,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
16,127.11749499630308,81.58585605420399,100.0,1,6180.1672733197065,8.414143945796013,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
17,199.73030165797329,88.73496404550939,100.0,1,4099.258823831817,1.2650359544906138,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
18,229.5352035854946,77.20454596663903,100.0,1,6598.712504533139,12.795454033360969,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
19,164.8783937037083,76.93501697776321,100.0,1,5625.53290456792,13.064983022236788,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
20,93.40632047958456,87.48205800740675,100.0,1,6412.12648938362,2.5179419925932507,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
21,341.79274806261486,80.77728063873461,100.0,1,6546.802320457988,9.22271936126539,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
22,104.52600335342038,80.42827632592156,100.0,1,6748.020555456116,9.571723674078441,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
23,323.95739849260747,83.66698542605675,100.0,1,5050.598831483838,6.333014573943245,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
24,302.42970779792745,83.65667572872226,100.0,1,6367.786618347036,6.343324271277737,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
25,289.5760067393298,84.15598605703141,100.0,1,7378.096044178509,5.844013942968587,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
26,42.38327699850289,86.90842779661294,100.0,1,6253.327286418272,3.0915722033870594,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
27,254.1630521486685,80.16522348763377,100.0,1,6012.953929867978,9.834776512366233,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
28,285.29551576981453,85.87977092671396,100.0,1,5818.185010821399,4.1202290732860405,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
29,126.30288330532676,85.33164881496747,100.0,1,5076.094515112303,4.6683511850325345,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
30,257.51261575589524,84.91166112834232,100.0,1,5448.642920028449,5.088338871657683,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
31,293.48079012821955,83.42766422958485,100.0,1,5998.576011746818,6.572335770415151,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
32,19.50326500580301,80.8822284444875,100.0,1,6321.339553329091,9.117771555512505,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
33,203.4798036016119,82.99784954050786,100.0,1,5310.046816591806,7.002150459492142,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
34,88.20160617293656,85.40319575883207,100.0,1,4555.9528428751955,4.596804241167931,191.72290000000004,100,100,1,66.06998076240396,30,0,0.6,G,,False
