,plong,plat,total_samples,samples_per_sites,error_angle
0,7.153483375839167,78.87704297974823,36.0,[5. 3. 4.],11.122957020251775
1,25.32481656280408,84.06611730273545,37.0,[5. 4. 3.],5.933882697264551
2,241.2438120470999,80.07698795223416,39.0,[5. 4.],9.923012047765837
3,37.59073413772773,86.77910678565392,39.0,[5. 4.],3.220893214346077
4,117.1658921730914,76.04176916522006,37.0,[5. 4. 3.],13.95823083477994
5,156.11535311263793,87.32387753100875,37.0,[5. 4.],2.6761224689912524
6,347.37596160896675,86.97139684163828,39.0,[5. 4.],3.028603158361719
7,42.3203720650764,86.77163111211307,37.0,[5. 4. 3.],3.22836888788693
8,109.06314628486618,83.7767969214955,37.0,[5. 4.],6.223203078504497
9,310.893418511852,84.60720287555804,37.0,[5. 4.],5.392797124441955
10,294.9327069756267,83.52281014064756,40.0,[5.],6.4771898593524355
11,172.8709524182219,88.4069619749488,39.0,[5. 4.],1.5930380250512002
12,282.98087476208013,85.77793594128771,39.0,[4. 5.],4.2220640587122915
13,215.557981585443,82.85332026936909,37.0,[3. 5. 4.],7.146679730630908
14,112.77080394520836,89.08473105485808,37.0,[5. 4.],0.9152689451419178
15,113.82876542825208,85.902062873568,36.0,[4. 5.],4.097937126432001
16,77.25952801503686,80.59720585352989,39.0,[5. 4.],9.402794146470114
17,303.87543823864195,85.07681135961668,38.0,[5. 4.],4.923188640383316
18,102.83392735590228,83.4497259529045,38.0,[5. 4.],6.550274047095499
19,311.70420211031535,83.27859875430538,39.0,[5. 4.],6.721401245694622
20,227.4412031907152,86.46103333928632,39.0,[5. 4.],3.538966660713683
21,190.78025636900452,87.55121950962683,40.0,[5.],2.448780490373167
22,136.62941157303135,81.099972554365,37.0,[5. 4.],8.900027445635004
23,69.76881759312185,84.47577365766509,36.0,[5. 4. 3.],5.524226342334913
24,235.9864521811242,80.32012665457539,39.0,[4. 5.],9.67987334542461
25,194.05350416935192,83.30240279050751,39.0,[5. 4.],6.697597209492486
26,150.3252132402897,85.61277603807822,38.0,[5. 4.],4.3872239619217765
27,33.868230681960895,86.66463827181353,39.0,[5. 4.],3.33536172818647
28,336.7892774035846,84.95194625231558,38.0,[5. 3.],5.0480537476844205
29,236.15683025265085,80.8678653645595,36.0,[5. 4. 3.],9.132134635440494
30,310.8871157840066,84.97072195379734,38.0,[4. 5.],5.029278046202663
31,105.17075143835153,89.37576198546006,37.0,[5. 4. 3.],0.6242380145399409
32,156.43990053731258,86.3180894479539,36.0,[4. 5.],3.681910552046105
33,173.40487766685743,83.9727032426602,39.0,[5. 4.],6.027296757339798
34,34.81449812998095,86.59015557879228,39.0,[5. 4.],3.4098444212077226
35,354.9244775275617,89.1340213350768,37.0,[5. 4.],0.8659786649232046
36,107.66382257754361,86.45294800339765,38.0,[5. 4.],3.547051996602349
37,204.33166454890704,83.95188112464736,38.0,[5. 3.],6.0481188753526425
38,74.40344844797241,82.50206004639544,35.0,[3. 5. 4.],7.497939953604558
39,218.3673965827048,85.99770384704877,37.0,[4. 5. 3.],4.0022961529512315
40,79.276280456797,85.33729905315572,36.0,[5. 4. 3.],4.662700946844282
41,263.33848145829313,86.38972911390191,37.0,[4. 5. 3.],3.6102708860980925
42,152.3375518144507,87.93732985053833,38.0,[5. 4.],2.062670149461667
43,329.7300160177207,86.601727108956,33.0,[3. 4. 5.],3.3982728910440017
44,346.6893049744638,84.83468832973765,34.0,[4. 5. 3.],5.165311670262355
45,301.9743548232277,85.73008259112733,39.0,[5. 4.],4.269917408872672
46,43.7192696046823,85.69111561206327,39.0,[5. 4.],4.308884387936729
47,200.73926132098495,86.47577801739811,38.0,[5. 4.],3.524221982601887
48,133.95720876971927,83.7403330669626,36.0,[4. 5. 2.],6.259666933037394
49,40.310360525629335,83.85089612301022,36.0,[5. 3. 4.],6.149103876989784
50,151.91412552524432,82.36750478509875,36.0,[4. 5.],7.632495214901255
51,164.08824242152568,84.31608792995809,36.0,[5. 4. 3.],5.683912070041913
52,68.26821131373899,84.97538684772914,39.0,[5. 4.],5.0246131522708595
53,296.4117395924398,85.67843935201695,40.0,[5.],4.321560647983048
54,79.84289600146501,86.6160015572175,37.0,[5. 4. 3.],3.3839984427824987
55,8.690373659398544,87.8119148658946,37.0,[5. 4.],2.188085134105407
56,354.9123043609191,85.17197679867947,39.0,[5. 4.],4.8280232013205335
57,278.11140183069125,84.30460342057256,38.0,[5. 4.],5.695396579427438
58,267.79640314223076,83.42734502522896,38.0,[5. 4.],6.572654974771041
59,278.7476338110358,86.95180723084283,38.0,[5. 4.],3.0481927691571684
60,108.55355955621205,86.68591216734352,37.0,[5. 4.],3.314087832656483
61,19.010329790537035,86.8966147383025,39.0,[5. 4.],3.103385261697497
62,140.4324035839248,85.67737466352635,40.0,[5.],4.322625336473649
63,271.495127743101,87.29811776587214,39.0,[4. 5.],2.701882234127865
64,178.49778705312286,84.74515217803773,38.0,[5. 4.],5.254847821962272
65,64.20829178910888,83.26339906680582,39.0,[5. 4.],6.7366009331941825
66,158.22368289673628,86.31910180507903,40.0,[5.],3.680898194920971
67,253.5544939043516,86.08022725001098,40.0,[5.],3.919772749989022
68,193.81440100977576,86.64638188957791,38.0,[5. 4.],3.35361811042209
69,229.8578512619245,88.20062687132645,39.0,[5. 4.],1.799373128673551
70,46.24937017476396,85.0173227795627,39.0,[5. 4.],4.982677220437296
71,1.9663619379511141,83.92647981261327,39.0,[5. 4.],6.073520187386734
72,76.62315475235023,85.87554404952823,37.0,[5. 4.],4.12445595047177
73,213.91939767262164,87.48582085768135,37.0,[4. 5.],2.5141791423186532
74,249.00239177999958,86.83167489345583,38.0,[5. 4.],3.1683251065441738
75,193.2806822153578,86.10459116392133,38.0,[5. 4.],3.8954088360786727
76,248.65183473810993,83.97838972875326,38.0,[4. 5.],6.021610271246743
77,237.52948706221505,85.16126729088391,38.0,[4. 5.],4.838732709116087
78,1.4450520601214,87.49278830150539,38.0,[5. 4.],2.507211698494615
79,221.7357333316145,86.59053909894112,35.0,[5. 4. 3.],3.4094609010588783
80,230.52499451338662,88.45073805441875,39.0,[5. 4.],1.5492619455812502
81,38.028526376747735,86.94586003288491,38.0,[5. 3.],3.0541399671150913
82,253.80640481897586,85.91792395854114,39.0,[5. 4.],4.082076041458862
83,84.75074424331272,86.29956034585817,38.0,[5. 4.],3.7004396541418316
84,100.12977493842342,84.88034689903962,38.0,[5. 4.],5.119653100960377
85,134.13963334776142,85.58567141245925,39.0,[5. 4.],4.414328587540751
86,218.63311899339786,84.24471184690286,36.0,[3. 4. 5.],5.7552881530971405
87,224.39615298378777,87.24687444617183,40.0,[5.],2.75312555382817
88,194.8237852218106,85.1669034318039,37.0,[4. 5.],4.833096568196098
89,45.73568236863803,81.67145975398738,37.0,[4. 5.],8.328540246012622
90,18.534225200057943,84.43197305331475,38.0,[4. 5.],5.568026946685251
91,136.73977829005918,86.44225359638105,39.0,[5. 4.],3.5577464036189497
92,321.8925763688054,80.30979993152388,38.0,[5. 4.],9.690200068476116
93,122.61533299222145,84.2484760488135,40.0,[5.],5.751523951186499
94,207.54157179195357,85.04271144753838,38.0,[5. 4.],4.95728855246162
95,251.07916480595367,79.4733102524487,39.0,[4. 5.],10.526689747551302
96,108.00211244584213,83.92875078118789,37.0,[4. 5.],6.071249218812113
97,196.31705228197592,87.67041277612174,38.0,[5. 4.],2.3295872238782636
98,173.7846763377795,84.98673798186313,39.0,[5. 4.],5.013262018136871
99,164.59559317090145,85.94558770288728,38.0,[5. 4.],4.054412297112719
100,48.068424489192005,85.97824887170674,38.0,[5. 4.],4.0217511282932605
101,62.76427773169442,89.26870820185293,39.0,[5. 4.],0.731291798147069
102,119.95076802567252,87.9866842206449,36.0,[4. 5.],2.0133157793550964
103,36.65448818785526,88.81381055107907,38.0,[4. 5.],1.1861894489209277
104,293.04133143156344,85.05473877397733,38.0,[5. 4.],4.945261226022666
105,191.65575231741195,86.62368447667056,40.0,[5.],3.3763155233294384
106,1.694326756405552,86.26788733239516,39.0,[5. 4.],3.732112667604838
107,288.41579971599145,81.24380654611721,38.0,[5. 4.],8.756193453882787
108,309.67881955056225,83.0447434017615,38.0,[4. 5.],6.955256598238506
109,155.5814463861204,85.63581392920425,40.0,[5.],4.364186070795753
110,16.431467584754273,84.8570095593006,38.0,[5. 4.],5.142990440699407
111,172.406108783817,84.84392299871391,38.0,[4. 5.],5.156077001286093
112,291.1283248740016,87.93311267019367,39.0,[5. 4.],2.0668873298063346
113,39.39493234796244,82.77270073217086,39.0,[5. 4.],7.227299267829139
114,254.59991306662204,87.01792190224162,39.0,[5. 4.],2.982078097758375
115,104.43081853619817,86.7653024089059,36.0,[5. 4.],3.234697591094104
116,69.0328538146908,83.85176488950174,38.0,[5. 3.],6.148235110498263
117,261.6353495456084,86.89358211352837,39.0,[5. 4.],3.1064178864716325
118,155.34097617880676,87.5461940550062,38.0,[4. 5.],2.4538059449938032
119,290.8971799179798,87.08188355032662,38.0,[5. 3.],2.918116449673377
120,353.9345181716969,86.34788256796449,39.0,[5. 4.],3.65211743203551
121,285.4221307643227,85.48605082158454,36.0,[5. 4. 3.],4.513949178415459
122,12.346405889148704,87.34904059232325,39.0,[5. 4.],2.6509594076767513
123,82.99633848530516,82.93811638482032,36.0,[5. 4.],7.061883615179681
124,66.13896074929478,81.26416718703885,38.0,[4. 5.],8.73583281296115
125,315.5465610722542,83.74527513546826,38.0,[4. 5.],6.254724864531738
126,186.48543156441255,87.6731834874275,38.0,[3. 5.],2.326816512572506
127,101.28785200036299,85.76708947893934,38.0,[5. 4.],4.23291052106066
128,9.514220082538676,85.79482346492118,35.0,[4. 5.],4.20517653507882
129,256.1140283635476,79.4547359088348,38.0,[4. 5.],10.545264091165194
130,180.72319635999602,85.46736184433865,38.0,[5. 4.],4.5326381556613455
131,155.67397435534463,82.30928809119581,35.0,[5. 4.],7.6907119088041895
132,44.49192187242251,83.64351139373238,39.0,[5. 4.],6.356488606267618
133,173.80940132125042,86.68195361210398,35.0,[5. 4. 3.],3.3180463878960182
134,243.19584574532882,86.64363702892591,35.0,[5. 4. 3.],3.356362971074091
135,129.38288535925793,88.11303642792419,37.0,[5. 3. 4.],1.886963572075814
136,3.7191980199067274,86.31298777808537,37.0,[5. 4.],3.687012221914628
137,41.08878986332381,81.37846381055947,38.0,[5. 4.],8.621536189440533
138,234.40519296518207,85.34302400780817,39.0,[5. 4.],4.656975992191832
139,128.56343052556934,85.24694518376896,35.0,[4. 5.],4.753054816231042
140,152.8170187669351,85.17074215043061,38.0,[5. 3.],4.829257849569387
141,354.5715663418269,88.0716872045095,35.0,[5. 4. 3.],1.9283127954904984
142,350.17287250278576,87.30874240858088,38.0,[5. 3.],2.6912575914191166
143,6.079230319241435,83.95065960445945,38.0,[5. 4.],6.049340395540554
144,218.5833125761159,88.50380778955677,38.0,[5. 3.],1.4961922104432261
145,155.18494990462221,87.07662645622496,40.0,[5.],2.9233735437750425
146,26.685561786606808,87.70907902655404,37.0,[5. 4. 3.],2.2909209734459637
147,301.15779255749095,81.02070748401523,38.0,[4. 5.],8.979292515984767
148,20.474647581924227,84.98398742910948,40.0,[5.],5.016012570890524
149,118.82982749202137,88.53350945365509,38.0,[5. 4.],1.4664905463449145
150,158.03363290853395,85.03459613870014,37.0,[5. 3. 4.],4.965403861299862
151,94.29623405762622,82.09459565795247,38.0,[4. 5.],7.905404342047532
152,16.289292984703373,82.13357560419821,40.0,[5.],7.866424395801786
153,1.7922509077018143,82.202466087856,37.0,[4. 5.],7.797533912144004
154,82.48796695244641,82.51088339226266,39.0,[5. 4.],7.489116607737344
155,197.72336624347244,81.85216472211499,39.0,[5. 4.],8.147835277885008
156,19.430150944179303,83.8465762950181,38.0,[4. 5.],6.153423704981904
157,54.143850021732355,87.89389433193777,40.0,[5.],2.106105668062227
158,155.86956105855003,85.47964511646751,39.0,[5. 4.],4.520354883532491
159,69.73061804010118,83.95814385097718,35.0,[4. 5.],6.04185614902282
160,4.297296315334236,87.10932000625381,39.0,[4. 5.],2.89067999374619
161,355.31666325235,82.33845419511434,39.0,[5. 4.],7.661545804885662
162,276.94343742742956,83.35729023660848,36.0,[4. 5. 3.],6.642709763391522
163,171.1712370012245,85.99611777612657,38.0,[5. 4.],4.003882223873433
164,286.61505076697046,84.14765511637214,36.0,[5. 4.],5.852344883627865
165,62.03936749812425,86.6187062456146,40.0,[5.],3.3812937543853963
166,233.6768370811239,88.40509602040832,39.0,[5. 4.],1.5949039795916775
167,231.13911656105589,87.74197842131068,39.0,[4. 5.],2.2580215786893234
168,245.12638049003334,86.03404113891082,39.0,[5. 4.],3.9659588610891774
169,353.259404237221,85.12619440589324,39.0,[5. 4.],4.873805594106756
170,317.9997538181445,84.11409003927885,39.0,[5. 4.],5.8859099607211505
171,162.86631901016307,87.2502981400011,37.0,[5. 4.],2.7497018599988934
172,274.2553934681997,87.57957411709293,37.0,[5. 4. 3.],2.420425882907068
173,91.52265297630163,82.81950218775376,37.0,[5. 4.],7.180497812246244
174,72.33392152568389,78.61858812445892,37.0,[4. 5.],11.381411875541076
175,219.54028328337284,87.99822897832756,38.0,[4. 5.],2.0017710216724396
176,295.05809556500304,86.83846917037899,37.0,[5. 4.],3.1615308296210145
177,151.8014585138242,84.71966267992674,39.0,[5. 4.],5.280337320073258
178,90.89012766487491,83.7035479523477,38.0,[5. 4.],6.296452047652295
179,130.99595775554454,86.10785364958163,36.0,[4. 5.],3.892146350418372
180,214.23091731543317,84.2982398292985,39.0,[5. 4.],5.701760170701505
181,83.02507672494289,84.73093122927146,36.0,[4. 5.],5.269068770728538
182,156.83988327741127,84.70678559280108,38.0,[5. 4.],5.293214407198917
183,241.2264893671607,85.15350585933034,38.0,[5. 4.],4.846494140669662
184,75.70684407800624,84.66964452939185,38.0,[4. 5.],5.330355470608154
185,19.890501260221665,84.74289929471198,37.0,[4. 5.],5.257100705288025
186,352.4184125637315,86.55992497408812,37.0,[5. 4.],3.440075025911881
187,7.614658007575654,83.12970020675934,36.0,[4. 5.],6.870299793240662
188,358.4853106546214,82.9876673711007,38.0,[4. 5.],7.012332628899301
189,94.21578466788065,81.05201803956967,39.0,[5. 4.],8.947981960430326
190,353.73627440085113,86.06188138980231,36.0,[5. 3.],3.938118610197691
191,353.84713664960054,85.84811624323274,37.0,[5. 4.],4.151883756767262
192,159.4078325632245,86.08145296961379,38.0,[5. 3.],3.9185470303862076
193,165.67132411529224,83.0440019966702,37.0,[4. 5.],6.955998003329796
194,135.53311825670875,84.01776460912787,38.0,[5. 4.],5.982235390872134
195,117.78546088406371,87.14278992783018,39.0,[5. 4.],2.8572100721698206
196,293.73278351748763,84.5190438986563,39.0,[5. 4.],5.480956101343693
197,245.10184610821673,83.50147183021403,38.0,[4. 5.],6.4985281697859705
198,145.46544932780972,83.1210206942056,40.0,[5.],6.878979305794402
