,error_angle_mean,error_angle_median,error_angle_95,error_angle_std,n_tot,n,k,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers
0,2.9832119445931173,2.8019008496107674,5.9161871724506625,1.588162855128646,100,20,5,50,30.0,0.0,0.0,G,,False
0,1.773039367758356,1.6621680318516496,3.497207141290443,0.9228259114387192,280,56,5,50,30.0,0.0,0.0,G,,False
0,1.4344109108674548,1.3325681829952103,2.800251883543933,0.7587618533578078,168,168,1,50,30.0,0.0,0.0,G,,False
0,3.047264823111371,2.8345622989193657,6.071816344778311,1.6168188744357312,33,33,1,50,30.0,0.0,0.0,G,,False
0,1.6498585743050043,1.565473137023588,3.2436067269705817,0.8734631721156205,284,71,4,50,30.0,0.0,0.0,G,,False
0,1.1839148258512968,1.1273956817496043,2.2518587635386984,0.5898074405650184,252,252,1,50,30.0,0.0,0.0,G,,False
0,1.6683476296536301,1.5677277953158963,3.241091769179713,0.8662881800278589,115,115,1,50,30.0,0.0,0.0,G,,False
0,1.5600910331080342,1.4614015877391608,3.043097428811259,0.8190092835291393,246,82,3,50,30.0,0.0,0.0,G,,False
0,2.3200326030990355,2.15440905824088,4.576898976248358,1.2159920686729666,58,58,1,50,30.0,0.0,0.0,G,,False
0,2.2305352378363232,2.091584578087513,4.286936231229582,1.1482083664617053,117,39,3,50,30.0,0.0,0.0,G,,False
0,1.2658151735761167,1.193478113468366,2.5191873306542063,0.6695618457735388,282,141,2,50,30.0,0.0,0.0,G,,False
0,4.020038056679752,3.7867991568162793,7.9027496281485785,2.152842435346187,19,19,1,50,30.0,0.0,0.0,G,,False
0,1.797231849604575,1.6980368014744585,3.4692279856181356,0.9291896831937698,236,59,4,50,30.0,0.0,0.0,G,,False
0,2.3316283632476043,2.1749877989580995,4.511201154308586,1.2064534387034704,198,33,6,50,30.0,0.0,0.0,G,,False
0,2.18490784214351,2.015081827519211,4.318854189420073,1.1623022251376873,156,39,4,50,30.0,0.0,0.0,G,,False
0,1.7854666156394101,1.6942419771974784,3.483961440236514,0.9283341616449772,98,98,1,50,30.0,0.0,0.0,G,,False
0,1.7363492985472526,1.6379632208359638,3.365300578222774,0.8935476572275985,300,60,5,50,30.0,0.0,0.0,G,,False
0,1.2536099440081008,1.1616026746059802,2.466706589582844,0.6462446038964732,222,222,1,50,30.0,0.0,0.0,G,,False
0,1.9673180823306369,1.8410455359847333,3.829643131052167,1.0202206042058375,84,84,1,50,30.0,0.0,0.0,G,,False
0,1.2386199660829833,1.1763060587704146,2.390872172101206,0.6286308499677451,300,150,2,50,30.0,0.0,0.0,G,,False
0,5.552269441391943,5.09454979184428,11.148611738827515,3.0075733656606514,14,7,2,50,30.0,0.0,0.0,G,,False
0,3.3870115752909,3.1846058403309243,6.61271712862115,1.7658618170053832,96,16,6,50,30.0,0.0,0.0,G,,False
0,1.7941239030934562,1.6943660565358272,3.460012787156085,0.9175304351785681,142,71,2,50,30.0,0.0,0.0,G,,False
0,3.95123820987443,3.7500572956250124,7.816168099440458,2.079394042369591,39,13,3,50,30.0,0.0,0.0,G,,False
0,1.2162883188495703,1.1526336682360423,2.3603928136094523,0.6269925187256417,239,239,1,50,30.0,0.0,0.0,G,,False
0,1.709022302101114,1.6079051102313144,3.32125266242499,0.8877363338947545,268,67,4,50,30.0,0.0,0.0,G,,False
0,1.3277327166918405,1.2368448769520484,2.549825178491694,0.684303823082301,256,128,2,50,30.0,0.0,0.0,G,,False
0,1.3814320076009652,1.302618648926888,2.6577768416879493,0.710879868901983,238,119,2,50,30.0,0.0,0.0,G,,False
0,2.9865151807236416,2.8040094903594195,5.724522273100581,1.5207692238144503,140,20,7,50,30.0,0.0,0.0,G,,False
0,2.370154269744089,2.2070052688238206,4.690296061625432,1.2699642246298164,210,30,7,50,30.0,0.0,0.0,G,,False
