,error_angle_mean,error_angle_median,error_angle_95,error_angle_std,n_tot,n,k,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers
0,4.720962694669118,4.451014183109592,9.07163880466152,2.444351712589335,50,10,5,10,10,0.0,0.15000000000000002,G,,True
0,6.063081850702035,5.567778549429455,12.753812666209114,3.572656193322793,50,10,5,10,20,0.0,0.45,G,,True
0,7.081715083440036,6.655359588042394,13.555746903697603,3.6771256742142797,50,10,5,60,70,0.0,0.35000000000000003,G,,True
0,4.225803165203641,4.000785601863825,8.279142330876327,2.2450126029566,50,10,5,40,30,0.0,0.0,G,,True
0,4.715623387560688,4.436829304582062,9.646928106227778,2.6574970173735157,50,10,5,10,0,0.0,0.25,G,,True
0,10.618460311767375,9.85839902536982,21.41887242145953,6.007368972180958,50,50,1,70,50,0.0,0.5,G,,False
0,18.332613346134227,15.85988120943756,39.980180499114546,12.03392125222942,50,50,1,10,30,0.0,0.65,G,,False
0,8.936656493652258,8.29241206908194,17.32006599368221,4.5812450021401965,50,10,5,10,50,0.0,0.4,G,,True
0,7.513842817966248,6.960145428212144,14.91281419848458,4.0394393123737125,50,10,5,100,60,0.0,0.75,G,,True
0,8.953221918480379,8.580804121656584,17.427283838328684,4.634639787005943,50,50,1,10,80,0.0,0.2,G,,False
0,7.508015849823505,6.965902292925627,14.5921702725009,3.9481793748748726,50,10,5,50,80,0.0,0.05,G,,True
0,6.645254859282726,6.278319057439269,13.212936012288086,3.6307118835043575,50,10,5,90,70,0.0,0.0,G,,True
0,7.370735844872126,6.774807164342022,15.186610146805913,4.035665144285003,50,50,1,100,80,0.0,0.30000000000000004,G,,False
0,3.263884079445916,2.953346786569334,6.48220694091015,1.7654259998539177,50,10,5,100,0,0.0,0.1,G,,True
0,6.36194347805444,5.89404572561525,12.180706424388738,3.323027656200579,50,10,5,30,60,0.0,0.0,G,,True
0,3.6186655986452516,3.373297287027299,7.4844548597774265,2.0477862929690835,50,50,1,90,10,0.0,0.2,G,,False
0,4.075001694290539,3.7788606580737607,8.132984804963208,2.165157919032592,50,10,5,20,0,0.0,0.35000000000000003,G,,True
0,21.215014237123405,18.836891126552587,44.11239233048929,12.575368962388865,50,50,1,90,70,0.0,0.7000000000000001,G,,False
0,6.483289595922277,5.967688443814183,12.96171165878681,3.4480934087296586,50,10,5,20,50,0.0,0.15000000000000002,G,,True
0,8.124073701753366,7.530214520004947,15.965105991801904,4.247372587962407,50,10,5,40,80,0.0,0.35000000000000003,G,,True
0,3.674672480835373,3.4701067201028053,7.041057846956616,1.8627903105073012,50,50,1,80,80,0.0,0.0,G,,False
0,3.3735592205797076,3.178879566393192,6.634216008444826,1.7613348974563365,50,10,5,60,0,0.0,0.2,G,,True
0,2.204970360992432,2.0822519895205645,4.417343005932306,1.1713646282140546,50,50,1,50,20,0.0,0.0,G,,False
0,3.805060185002787,3.5592532574743814,7.4043948962149795,1.968308176029225,50,10,5,50,20,0.0,0.0,G,,True
0,7.016834331150385,6.608815098979342,13.49611902380348,3.6505386159556354,50,10,5,30,60,0.0,0.35000000000000003,G,,True
0,5.22410308389604,4.861065095337075,10.210000558502504,2.731902425249621,50,10,5,100,50,0.0,0.25,G,,True
0,4.899846828047142,4.397846475790708,10.279109259500617,2.779874662788977,50,50,1,90,10,0.0,0.30000000000000004,G,,False
0,1.7415284144309107,1.6485580792444452,3.3502235009894084,0.9135776467582866,50,50,1,70,0,0.0,0.0,G,,False
0,3.8429308036490917,3.5437022344675455,7.8599465599516165,2.1249954133637066,50,50,1,40,10,0.0,0.2,G,,False
0,21.84770655908379,18.305247742527996,49.44355852457043,16.035517420573033,50,50,1,80,0,0.0,0.75,G,,False
0,4.882499262477748,4.570009385506026,9.401322324992174,2.577342357530089,50,50,1,40,50,0.0,0.15000000000000002,G,,False
0,8.10793190736071,7.659304593132369,16.351948358575335,4.425875233438991,50,10,5,20,70,0.0,0.30000000000000004,G,,True
0,7.379532269461416,6.528269929901427,15.981946380237437,4.487292249584354,50,50,1,90,0,0.0,0.45,G,,False
0,4.6625361842158455,4.402591977807738,9.012503451049785,2.449254405464298,50,10,5,70,40,0.0,0.0,G,,True
0,8.892954159066337,8.337981874945065,17.871333252287137,4.9198220489499365,50,50,1,40,40,0.0,0.45,G,,False
0,9.01501861940808,8.283477829750254,17.932487227654715,4.888349553468028,50,10,5,20,60,0.0,0.6000000000000001,G,,True
0,6.277371934879623,5.703419664336124,12.589648446572323,3.5111646646377435,50,50,1,40,20,0.0,0.35000000000000003,G,,False
0,8.468815363616786,7.761753382207729,17.669986239521215,4.856421905792465,50,50,1,10,30,0.0,0.35000000000000003,G,,False
0,13.418810132921207,12.0005112326821,28.24615549799165,7.870638699672448,50,50,1,70,40,0.0,0.6000000000000001,G,,False
0,8.488023955700191,8.121196957938373,16.53141159025019,4.366110908329003,50,10,5,20,70,0.0,0.4,G,,True
0,4.292969684384738,3.991352871676284,8.378402275803424,2.202123864787946,50,10,5,30,0,0.0,0.55,G,,True
0,3.931722280896339,3.740975653198575,7.832534157396876,2.116436563394567,50,50,1,80,40,0.0,0.15000000000000002,G,,False
0,4.612112872640446,4.343863828655493,9.306066049286777,2.4858219269997064,50,50,1,100,60,0.0,0.15000000000000002,G,,False
0,3.9909932342811474,3.5206112660947895,8.224103269464237,2.264807064682823,50,50,1,90,20,0.0,0.2,G,,False
0,4.957837599474824,4.571462942122743,10.49197757618245,2.853579567451168,50,50,1,90,20,0.0,0.30000000000000004,G,,False
0,6.335123309240061,5.784617177969096,13.001962244463561,3.487500211836721,50,50,1,90,50,0.0,0.30000000000000004,G,,False
0,3.425254425447715,3.1209548016756017,7.147356163126099,1.8593169107517524,50,10,5,60,0,0.0,0.45,G,,True
0,4.731183019537759,4.381324432042327,9.027769397864693,2.4488068254092266,50,10,5,30,30,0.0,0.2,G,,True
0,5.916488232886301,5.63305239503476,11.408364718577118,3.1178984759851596,50,50,1,90,80,0.0,0.2,G,,False
0,5.19983743639729,4.848315191565646,10.500045870114175,2.8042307003868006,50,10,5,10,0,0.0,0.45,G,,True
0,8.589803409012791,8.126129719056443,16.990578697413483,4.481758617621349,50,50,1,50,80,0.0,0.35000000000000003,G,,False
0,7.811732219332917,7.425694493989219,14.904955464936874,3.9688419248158193,50,10,5,40,60,0.0,0.65,G,,True
0,9.803591198970203,8.950909599446568,19.927131045122863,5.361448655585115,50,10,5,10,50,0.0,0.55,G,,True
0,5.07320947966802,4.814117645765727,9.642315050249438,2.5827007717619996,50,10,5,80,40,0.0,0.45,G,,True
0,13.317502907714902,11.68665620556235,28.53234246042888,8.035809957828844,50,50,1,60,30,0.0,0.6000000000000001,G,,False
0,7.5443321173593265,7.021712817018063,14.59201999794831,3.9331182364996486,50,10,5,60,80,0.0,0.15000000000000002,G,,True
0,4.005699386246496,3.746250613415917,7.769501913377816,2.0930934786330697,50,10,5,40,20,0.0,0.30000000000000004,G,,True
0,14.137703989633927,11.886238954684387,31.6898382514168,10.214725212155287,50,50,1,40,0,0.0,0.65,G,,False
0,7.350250296731099,6.772492429169411,14.782684815464927,4.002284420139518,50,50,1,20,40,0.0,0.30000000000000004,G,,False
0,3.821926807826063,3.522193234285588,7.801536117669882,2.194536307535683,50,50,1,50,0,0.0,0.2,G,,False
0,9.46350494104489,8.666911321334595,18.85749918061154,5.323321751842858,50,50,1,70,60,0.0,0.45,G,,False
0,26.260279668835835,22.307694533804252,60.183194903135714,17.849395095449804,50,50,1,20,40,0.0,0.75,G,,False
0,8.293970903012415,7.89336174604064,16.077047014271532,4.365786194563962,50,10,5,90,80,0.0,0.65,G,,True
0,11.408975784419292,10.412336175371934,22.151521997474944,6.107912477276009,50,50,1,30,80,0.0,0.45,G,,False
0,2.2821627083404814,2.1187509781724856,4.484274909973423,1.2461212977436784,50,50,1,70,10,0.0,0.05,G,,False
0,3.8456799621394047,3.545343173431732,7.66391864660288,2.0429795627457263,50,10,5,50,10,0.0,0.5,G,,True
0,8.40606012472547,7.831988156805281,17.6702241365489,4.759308524158735,50,50,1,10,50,0.0,0.25,G,,False
0,9.280514458138885,8.646195441986727,19.384651647988733,5.417377650750195,50,50,1,90,30,0.0,0.5,G,,False
0,19.121357929327438,16.522489383521567,41.356081698365,12.447633665010981,50,50,1,70,40,0.0,0.7000000000000001,G,,False
0,5.4321655735189704,5.084949308235814,10.275673007647145,2.7021409734676936,50,10,5,90,50,0.0,0.2,G,,True
0,12.850566107610891,11.91664238975352,25.765808093098183,7.045807387447308,50,50,1,10,80,0.0,0.4,G,,False
0,4.7813412456679405,4.454580090318004,9.51203259895854,2.6216944931627095,50,50,1,90,30,0.0,0.25,G,,False
0,2.804859847682976,2.5897441230894245,5.680401763064418,1.5888667439469744,50,50,1,70,10,0.0,0.1,G,,False
0,9.845882129068073,8.913061059886495,20.2873946842285,5.7127768729086394,50,50,1,50,0,0.0,0.55,G,,False
0,3.5577428707716434,3.2978677412721282,7.200606776105902,1.9845509648437445,50,50,1,30,10,0.0,0.15000000000000002,G,,False
0,3.9345061890796282,3.6176763310956304,7.74017235025286,2.0531466275075014,50,50,1,40,40,0.0,0.1,G,,False
0,5.245944449846358,4.834576179062587,10.643417196489816,2.9153645202126026,50,50,1,10,20,0.0,0.15000000000000002,G,,False
0,4.071669219552571,3.840995538541982,7.899621779406808,2.133505129064129,50,10,5,50,0,0.0,0.65,G,,True
0,5.205224345500528,4.823841635399013,10.045689614309214,2.717154396993595,50,10,5,80,40,0.0,0.6000000000000001,G,,True
0,6.098290982772325,5.6584972573734404,12.104349701042274,3.2047677156844045,50,50,1,50,50,0.0,0.25,G,,False
0,4.919987678105921,4.669784982567798,9.255315671797455,2.5089791782768955,50,10,5,20,30,0.0,0.1,G,,True
0,3.823827231453634,3.576009467120528,7.174663379366612,2.0010480384034053,50,10,5,70,20,0.0,0.1,G,,True
0,10.208263283487998,9.493496940190887,20.485704947930206,5.724857470931275,50,50,1,90,50,0.0,0.5,G,,False
0,17.940240581590455,15.462173319914449,38.78648537535809,11.3808738465228,50,50,1,90,30,0.0,0.7000000000000001,G,,False
0,8.103616498488917,7.737673404451812,16.160412692973054,4.439861123229572,50,50,1,90,80,0.0,0.35000000000000003,G,,False
0,4.133669538987236,3.785973182980875,8.37320908102908,2.200086270954507,50,10,5,20,10,0.0,0.30000000000000004,G,,True
0,8.638092879873916,7.581437512956114,18.22949357027669,5.171528332837611,50,50,1,40,10,0.0,0.5,G,,False
0,4.460536182556524,4.194318681694654,8.354431988810012,2.2784056251249973,50,50,1,50,80,0.0,0.05,G,,False
0,2.870063080642012,2.6509398366952936,5.920677361398205,1.5894579130656323,50,50,1,70,20,0.0,0.1,G,,False
0,14.488622207332275,12.776132103485764,30.176081463390254,9.143293338820893,50,50,1,60,20,0.0,0.65,G,,False
0,7.099715138199431,6.4316855688524655,14.22718327330375,3.913127739807972,50,50,1,10,30,0.0,0.25,G,,False
0,13.636315614977907,12.474012344105319,28.364966547514477,7.690452433904416,50,50,1,60,80,0.0,0.55,G,,False
0,6.6391207894818685,6.2203715351963424,13.309637511437657,3.594580178493911,50,50,1,10,30,0.0,0.2,G,,False
0,25.74941193905007,23.43907590742888,55.95486279458136,15.121197768343729,50,50,1,100,70,0.0,0.75,G,,False
0,3.925778873039795,3.6822264798832194,7.817524527169744,2.119375658382577,50,10,5,50,20,0.0,0.30000000000000004,G,,True
0,7.5766751614561745,7.043905066835563,14.87381253341755,3.9641937277193278,50,50,1,70,80,0.0,0.30000000000000004,G,,False
0,6.956879548781158,6.600343296715778,13.312812507938746,3.596376014370223,50,10,5,50,60,0.0,0.55,G,,True
0,20.01880854646662,16.931611830945577,45.68598934670561,13.95505998149491,50,50,1,20,30,0.0,0.7000000000000001,G,,False
0,13.193491776293985,12.20315760252059,26.09171991981826,7.266838109618466,50,50,1,20,70,0.0,0.5,G,,False
0,9.79065187068786,9.062251308129845,19.445982246827,5.3286420109591335,50,50,1,50,80,0.0,0.4,G,,False
0,7.188736981419203,6.663999542090018,14.122803508725852,3.772457594980757,50,10,5,70,70,0.0,0.4,G,,True
0,7.072598016407175,6.471660719809847,14.692477262628104,3.993448178899661,50,50,1,30,20,0.0,0.4,G,,False
0,4.315513654179611,4.024851448702684,8.827753741711376,2.392708300786184,50,50,1,90,50,0.0,0.15000000000000002,G,,False
0,3.5368321172417163,3.2740952854870073,6.796104532926972,1.8742430555959562,50,10,5,90,10,0.0,0.45,G,,True
0,3.84310363384327,3.492845266154177,7.654247160059469,2.0766813995477813,50,10,5,90,10,0.0,0.65,G,,True
0,7.082672093240122,6.540173973992459,13.860374570194939,3.8282280524181114,50,10,5,40,70,0.0,0.25,G,,True
0,8.79860069439752,8.431557108170281,16.5572086243476,4.533280925858862,50,10,5,10,70,0.0,0.0,G,,True
0,3.7441797433149655,3.470230461306059,7.042154960652568,1.882820113889935,50,10,5,70,20,0.0,0.25,G,,True
0,7.119155074763988,6.642642521932181,14.219467597856088,3.833874638394864,50,50,1,100,50,0.0,0.35000000000000003,G,,False
0,2.2985702986462186,2.145511775892963,4.584072007140527,1.2829628857245434,50,50,1,50,0,0.0,0.05,G,,False
0,4.15132008209681,4.008677543517912,8.00846163857231,2.150677961783676,50,10,5,90,30,0.0,0.2,G,,True
0,4.334805874075167,4.172484509689092,8.345190130566165,2.3215567772917165,50,10,5,40,20,0.0,0.45,G,,True
0,5.46703356875764,5.168427881505224,10.813229188909336,2.962478569007991,50,10,5,30,30,0.0,0.55,G,,True
0,8.293889941203764,7.623247296155519,16.967295273212606,4.497129345643076,50,10,5,20,80,0.0,0.15000000000000002,G,,True
0,2.1620292649334703,2.019034078910728,4.307754911637372,1.1793884960566476,50,50,1,100,10,0.0,0.05,G,,False
0,3.1064092313839944,2.873398317266542,6.176526050677555,1.707779043093405,50,50,1,30,10,0.0,0.1,G,,False
0,25.472175596095536,22.711401128663454,54.77600063076885,15.414272973521335,50,50,1,70,60,0.0,0.75,G,,False
0,14.133295930987957,12.213683459975577,32.619249121216534,9.616189139685586,50,50,1,80,0,0.0,0.65,G,,False
0,6.180599447059229,5.627165645589621,11.941992588454868,3.1921278562150532,50,10,5,30,40,0.0,0.55,G,,True
0,4.563408187414467,4.357341200816663,8.808434001369267,2.3667274165489074,50,10,5,10,0,0.0,0.2,G,,True
0,14.957036785839525,12.920824028368187,33.75914448858522,10.4958317006566,50,50,1,20,0,0.0,0.65,G,,False
0,4.105132925394407,3.7763940538895753,7.948500212703848,2.2417867280704513,50,10,5,30,10,0.0,0.4,G,,True
0,8.005673245302829,7.535957863520814,15.930594655490378,4.364273199192806,50,50,1,30,50,0.0,0.35000000000000003,G,,False
0,11.113959146655768,9.8624193254634,24.26173220519189,6.9322677545007885,50,50,1,20,20,0.0,0.55,G,,False
0,6.660947269307082,6.143672646680962,13.105186376367527,3.604564296568347,50,50,1,80,40,0.0,0.35000000000000003,G,,False
0,6.773683802432322,6.391167730895077,13.17507962213594,3.58783407512261,50,10,5,100,60,0.0,0.65,G,,True
0,9.240279406718463,8.566225753368961,18.200503515972933,4.864396611513068,50,10,5,20,80,0.0,0.45,G,,True
0,3.54957785527357,3.26853746645844,7.447405271720555,2.064391856760929,50,50,1,100,30,0.0,0.15000000000000002,G,,False
0,4.851996316631564,4.469507013738827,9.472728617002497,2.4989680256589724,50,10,5,80,40,0.0,0.2,G,,True
0,7.715525129599148,7.232068159086715,15.2607837433347,4.167401446771778,50,10,5,80,60,0.0,0.75,G,,True
0,7.813201814970032,7.190830426022352,15.689215336383686,4.3085173070234974,50,50,1,50,60,0.0,0.35000000000000003,G,,False
0,7.652035103345219,7.087437328118753,15.16365199452073,4.048905453871996,50,10,5,60,80,0.0,0.2,G,,True
0,26.505061529303312,24.92087596622852,52.88307992989909,13.991116563010806,50,50,1,90,80,0.0,0.75,G,,False
0,3.1822353019829634,2.8862314106353324,6.424650786982208,1.8094710762386672,50,50,1,70,0,0.0,0.15000000000000002,G,,False
0,7.912680130364539,7.2861813566975755,16.81889364794691,4.5537968780751,50,50,1,90,30,0.0,0.45,G,,False
0,11.777492591429967,10.626249565080762,23.002066401974183,6.368946314874018,50,50,1,10,80,0.0,0.35000000000000003,G,,False
0,3.7659604654585572,3.4582186422834766,7.37731125087402,1.9882601052213553,50,10,5,60,20,0.0,0.05,G,,True
0,4.452265348374663,4.109477432496519,8.699533710247088,2.3850039886658143,50,10,5,60,30,0.0,0.35000000000000003,G,,True
0,5.928360815921332,5.687546811751716,11.556115484089707,3.104870350234671,50,10,5,40,50,0.0,0.30000000000000004,G,,True
0,12.521071576917628,11.546566954477967,24.413083354957006,6.498305760560914,50,10,5,10,60,0.0,0.7000000000000001,G,,True
0,8.143608210545066,7.465247224248849,16.703051134323676,4.478543200459404,50,50,1,20,30,0.0,0.4,G,,False
0,5.350039151212284,4.857317501307534,10.469636528085445,2.8752845508728817,50,50,1,40,20,0.0,0.30000000000000004,G,,False
0,5.884155688581546,5.63352150764171,11.188646670573794,3.111361884700206,50,10,5,100,60,0.0,0.05,G,,True
0,4.825048154934022,4.4519782574113975,10.120591087431427,2.7274150084626716,50,50,1,80,0,0.0,0.30000000000000004,G,,False
0,8.837418759780197,8.04215736527231,18.278436048666197,5.067299176107746,50,50,1,10,10,0.0,0.45,G,,False
0,5.946078549202368,5.658458281531274,11.347144042602702,2.997970076558516,50,10,5,80,60,0.0,0.0,G,,True
0,3.4990138113850784,3.248632777877745,6.899156625463587,1.8726286630139033,50,10,5,50,0,0.0,0.30000000000000004,G,,True
0,3.540788121605552,3.1808289484737813,7.320089580966702,2.027978210273425,50,50,1,60,20,0.0,0.15000000000000002,G,,False
0,3.7104744428254954,3.551720132533241,6.967771040967772,1.935112117880242,50,10,5,100,20,0.0,0.15000000000000002,G,,True
0,10.050290579898522,9.56010321517308,19.799978286794698,5.436032080253905,50,10,5,20,70,0.0,0.65,G,,True
0,5.527946364234553,5.123892365351203,10.686903133872697,2.9478108610664604,50,10,5,50,50,0.0,0.30000000000000004,G,,True
0,7.551387773509232,7.168902554104669,15.076977509088229,4.100011428088569,50,10,5,90,80,0.0,0.45,G,,True
0,5.8237001852544905,5.467168726937317,11.6375908024842,3.101749831553813,50,50,1,40,80,0.0,0.15000000000000002,G,,False
0,6.670388786241218,5.9932316730012545,14.197439285660215,3.89944645566941,50,50,1,30,0,0.0,0.4,G,,False
0,4.876984160855787,4.481672853136182,10.158360012942227,2.719129935808699,50,10,5,40,10,0.0,0.75,G,,True
0,10.906236395742548,9.767491071416643,23.221627153673218,6.515625091128132,50,50,1,100,30,0.0,0.55,G,,False
0,7.945653957367918,7.393439674640398,15.57702756476151,4.123795134356154,50,10,5,60,70,0.0,0.65,G,,True
0,3.795306112775284,3.5019020985462106,7.498733535863719,2.0623480904895843,50,10,5,90,20,0.0,0.4,G,,True
0,5.945359779065789,5.582008693535329,11.472133187741418,3.156170701887669,50,50,1,70,80,0.0,0.2,G,,False
0,2.675115264573109,2.435425705344983,5.577596261830064,1.4985864550265162,50,50,1,90,10,0.0,0.1,G,,False
0,4.557130878627967,4.164452195806646,9.529622381202476,2.6275996954791156,50,50,1,50,20,0.0,0.25,G,,False
0,4.486851024540417,4.262462819713505,8.714072301515985,2.3709349761645178,50,50,1,30,80,0.0,0.0,G,,False
0,22.71287385201711,19.128216634043547,54.4270132576681,16.668828288559762,50,50,1,80,10,0.0,0.75,G,,False
0,3.88752025890872,3.566524776903293,7.687581786077269,2.07346580710011,50,10,5,20,10,0.0,0.0,G,,True
0,9.656793707634566,8.526526398694422,19.805543954829876,5.597033965466814,50,50,1,100,70,0.0,0.45,G,,False
0,4.8860769506362915,4.581581600243851,9.56526023335676,2.6000543323089857,50,10,5,20,30,0.0,0.15000000000000002,G,,True
0,14.476884425226999,12.907825326392292,30.010601201264247,8.254298119350903,50,50,1,40,50,0.0,0.6000000000000001,G,,False
0,6.913225284728866,6.503626412743067,13.125583357077243,3.5372924948355986,50,10,5,50,70,0.0,0.05,G,,True
0,4.529261529476904,4.196815293712731,8.88891418848116,2.341486273983031,50,10,5,30,30,0.0,0.05,G,,True
0,10.373986038565922,9.58604778779285,21.387072829583246,5.802274313286988,50,50,1,100,50,0.0,0.5,G,,False
0,8.23654136999373,7.933122997531548,16.279208409141848,4.381758304172853,50,10,5,100,70,0.0,0.75,G,,True
0,6.32771852562777,5.832728978071366,12.537077347797226,3.4136788882960696,50,10,5,20,40,0.0,0.45,G,,True
0,7.437898472185675,7.047032617159054,14.72729339579188,3.8986776579744764,50,10,5,80,80,0.0,0.25,G,,True
0,22.51872844107253,18.188807283830343,57.581643346052125,17.097151264326925,50,50,1,50,0,0.0,0.75,G,,False
0,13.226723798497092,12.412802342301497,25.947624309617538,6.973627024124569,50,10,5,10,70,0.0,0.7000000000000001,G,,True
0,2.941038679569668,2.8035588345374194,5.722298484939836,1.5302198204380988,50,50,1,100,40,0.0,0.05,G,,False
0,3.5005800260086297,3.258516959970194,6.989784661806122,1.9061990995768028,50,10,5,40,0,0.0,0.15000000000000002,G,,True
0,3.6549143480343305,3.362796134651255,7.286192864963741,1.9997055878633367,50,50,1,20,20,0.0,0.1,G,,False
0,3.9914854615574016,3.562855742079634,8.06965378985172,2.247256611477215,50,10,5,80,0,0.0,0.7000000000000001,G,,True
0,6.915101680974318,6.401030122125611,13.64761336137731,3.7667790810074577,50,10,5,80,70,0.0,0.4,G,,True
0,3.5634391243735526,3.337921342906128,6.712822098117485,1.8368514626305545,50,10,5,70,10,0.0,0.4,G,,True
0,6.145590353976359,5.784407228406089,11.746647917562758,3.245818253942828,50,10,5,50,60,0.0,0.25,G,,True
0,3.916439554122583,3.7624367661534492,7.483618805573269,2.0243637471817792,50,10,5,80,20,0.0,0.35000000000000003,G,,True
0,3.431490512150932,3.188040094851452,6.739988108789623,1.7685937727004521,50,10,5,70,10,0.0,0.0,G,,True
0,21.217566037847867,19.124833518658214,45.44183554192965,12.241968793329479,50,50,1,70,60,0.0,0.7000000000000001,G,,False
0,6.400035868982548,6.018317131903146,12.211049787292993,3.4403684867840356,50,10,5,100,70,0.0,0.15000000000000002,G,,True
0,13.96363269863591,11.975246778624786,31.527061817404398,9.631052679470013,50,50,1,70,0,0.0,0.65,G,,False
0,4.1407300587855405,3.8436079850818388,8.469418696602753,2.284210915794634,50,50,1,70,40,0.0,0.15000000000000002,G,,False
0,4.335629441944915,3.8192642989852956,9.164566915872662,2.54239709934184,50,50,1,80,0,0.0,0.25,G,,False
0,4.999738305502328,4.717548056110758,10.008663003791854,2.63555232025782,50,50,1,10,30,0.0,0.05,G,,False
0,8.371598921376808,8.000330692696195,16.37275307784276,4.528728389195296,50,10,5,10,60,0.0,0.15000000000000002,G,,True
0,8.560663329943463,7.742064723647701,17.07547346053118,4.69731304038611,50,50,1,10,40,0.0,0.30000000000000004,G,,False
0,3.2549582502532,3.103163155073098,6.096839635349795,1.6799229370699895,50,50,1,50,40,0.0,0.05,G,,False
0,7.237293595264736,6.95118308516858,14.48166971453634,3.8034799548556952,50,10,5,30,70,0.0,0.05,G,,True
0,6.840641278628971,6.458458428281894,13.010075357843649,3.520156010951912,50,10,5,70,70,0.0,0.1,G,,True
0,7.86777740421447,7.301850687021293,15.388128458731844,4.018184060274918,50,10,5,40,70,0.0,0.5,G,,True
0,5.4698532358866085,5.0727249198135596,10.69635210236617,2.8580278336793965,50,10,5,90,40,0.0,0.65,G,,True
0,1.8011884463627854,1.6744875901104308,3.554797882339672,0.9298114131674995,50,50,1,80,10,0.0,0.0,G,,False
0,6.822269609500529,6.395362332204719,13.14354105875537,3.5579351830449895,50,10,5,30,60,0.0,0.25,G,,True
0,6.5679122810385016,6.160972225263343,12.904141055873255,3.481375350386974,50,10,5,80,70,0.0,0.05,G,,True
0,5.3970233127556595,4.951329625040074,10.837856668623248,2.935530643916461,50,10,5,50,40,0.0,0.5,G,,True
0,3.8526853420039346,3.5978480579523335,7.667539557482137,2.1513307509439734,50,10,5,30,10,0.0,0.30000000000000004,G,,True
0,6.685330162084782,6.075162660207745,13.670620062427256,3.7770879819345122,50,50,1,100,20,0.0,0.4,G,,False
0,4.3072316973269045,3.8782447864010194,9.547926127938773,2.538984002002049,50,50,1,60,10,0.0,0.25,G,,False
0,8.956923477887955,8.190552251980343,17.74829237345733,4.731602470574491,50,10,5,70,80,0.0,0.7000000000000001,G,,True
0,7.70243989328349,7.148002165342184,16.27767651528734,4.491304211990488,50,50,1,100,10,0.0,0.45,G,,False
0,5.4347610764991465,4.983608997201571,11.132703569492822,3.0186842360805755,50,10,5,40,40,0.0,0.45,G,,True
0,7.517545211102751,6.586574305871856,15.93555407141215,4.432976394260736,50,50,1,90,20,0.0,0.45,G,,False
0,4.504070477107647,4.2094942209306225,8.95863277342097,2.512402923554648,50,50,1,30,20,0.0,0.2,G,,False
0,5.259548231220622,4.932393263314417,10.359662311318582,2.8214193091666853,50,10,5,20,20,0.0,0.55,G,,True
0,4.465403116038032,4.21386094360988,8.567168687936148,2.319093304561997,50,10,5,50,30,0.0,0.30000000000000004,G,,True
0,4.717818352353847,4.376495161600253,9.371123497560712,2.5433745372001706,50,10,5,90,20,0.0,0.75,G,,True
0,14.558495910831596,12.958702183639303,31.767788144129877,9.336271753665383,50,50,1,100,20,0.0,0.65,G,,False
0,2.9847054798935524,2.812368548812387,5.877093479127542,1.5724939574713142,50,50,1,50,30,0.0,0.05,G,,False
0,3.526464084943283,3.3216098021159155,7.09999043714648,1.8506322378688573,50,10,5,40,10,0.0,0.0,G,,True
0,5.647559177492191,5.352659403658983,10.927949612094084,2.9426897364818956,50,10,5,70,50,0.0,0.4,G,,True
0,5.1221243799777385,4.823366792938103,10.255679350921005,2.787886247802083,50,10,5,90,30,0.0,0.75,G,,True
0,17.080450391584268,14.440607598128182,38.71170514500364,12.103871123567762,50,50,1,90,10,0.0,0.7000000000000001,G,,False
0,2.0832459936664813,1.9786253560013805,4.152236508197869,1.0924975170481575,50,50,1,70,20,0.0,0.0,G,,False
0,4.0587542007169155,3.814070526368475,7.930972626603775,2.1958814280123975,50,50,1,30,60,0.0,0.0,G,,False
0,13.851223633874065,12.367811905974023,28.00475665112343,8.501923708669707,50,50,1,60,50,0.0,0.6000000000000001,G,,False
0,3.712746752472895,3.427385944077919,7.406963564131591,2.0196677370203755,50,10,5,100,0,0.0,0.65,G,,True
0,10.233840193598672,9.328524019940218,20.035061834948074,5.472468753090985,50,50,1,10,50,0.0,0.35000000000000003,G,,False
0,3.926013584337347,3.6136284913325056,7.893883288328525,2.145943201886477,50,50,1,90,40,0.0,0.15000000000000002,G,,False
0,5.813847252204622,5.527089996197773,11.782211956646215,3.1613237965075722,50,50,1,70,60,0.0,0.25,G,,False
0,4.376537093364605,4.176220075566292,8.604718553741623,2.2918593457416767,50,10,5,90,30,0.0,0.5,G,,True
0,11.847915282878985,10.766029104176269,24.41192755798949,6.747997277212559,50,50,1,20,80,0.0,0.45,G,,False
0,8.298918622708184,7.524500639901419,16.691005671468474,4.6890367874703145,50,50,1,50,30,0.0,0.45,G,,False
0,12.088997311461307,11.498443877393605,22.513589377009964,6.312733159965745,50,10,5,10,70,0.0,0.6000000000000001,G,,True
0,3.6227952282247142,3.4749258462500023,7.1906159836749355,1.9091194535333404,50,10,5,100,10,0.0,0.5,G,,True
0,6.332416443836268,5.912979687955307,12.874461384135909,3.490504851897149,50,10,5,90,60,0.0,0.45,G,,True
0,8.03903076998074,7.103938719444571,16.709920009956278,4.8261563737869855,50,50,1,20,0,0.0,0.45,G,,False
0,8.037219601159903,7.487708616937034,16.061116388251254,4.33190212958935,50,10,5,40,80,0.0,0.30000000000000004,G,,True
0,7.324286845833301,6.653265499294243,14.712983553516834,4.140951760263946,50,50,1,50,30,0.0,0.4,G,,False
