,plong,plat,total_samples,samples_per_sites,S2_vgp,error_angle,S2_vgp_real,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers
0,25.525290689024928,86.80476547262589,63.0,5,116.44012967209659,3.1952345273741116,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
1,225.9650548896847,88.48545535170241,64.0,5,161.4590484866696,1.514544648297587,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
2,224.79630200081576,88.93784444873029,58.0,5,142.551016325526,1.0621555512697114,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
3,126.20384065733279,85.17848026204194,72.0,5,128.70391868880162,4.821519737958056,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
4,215.6108012671013,87.86426426446883,49.0,5,112.10876003472714,2.1357357355311706,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
5,99.08803732007765,87.62718391644037,67.0,5,299.73666281210996,2.372816083559627,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
6,57.16567158978368,84.47674944559267,58.0,5,241.57696349661703,5.523250554407326,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
7,295.7741428051021,85.74616955987564,52.0,5,146.9143775499352,4.253830440124361,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
8,220.2841406171955,87.07076500757998,54.0,5,231.51164581379336,2.929234992420021,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
9,336.9432964058166,82.60926874269968,53.0,5,270.1820392562397,7.390731257300317,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
10,187.977225911203,85.59968743642168,60.0,5,211.3547975996155,4.400312563578325,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
11,172.21953306258536,84.72014778851343,68.0,5,191.02364201307515,5.2798522114865705,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
12,353.09094764250875,86.75682290924493,52.0,5,234.54220827803826,3.2431770907550685,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
13,218.04088183152194,87.3220963668614,59.0,5,178.79784491990353,2.677903633138598,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
14,50.21985314654139,85.2917834652155,70.0,5,166.8816113916539,4.708216534784498,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
15,231.25494234092903,88.46005592732985,64.0,5,204.2936600492927,1.5399440726701528,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
16,327.9485518828414,87.40282455770021,56.0,5,251.59402144047183,2.597175442299786,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
17,229.4379669127257,84.94455260528052,56.0,5,355.9622705659988,5.055447394719479,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
18,346.11173228811214,86.92598759141315,62.0,5,303.63410987596865,3.074012408586853,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
19,120.59090344084494,87.18960299517475,67.0,5,225.06427468317344,2.810397004825248,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
20,152.52328096243096,89.04124296644162,55.0,5,169.6586140742989,0.9587570335583848,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
21,300.041178095601,88.30290494934452,53.0,5,147.84898004392613,1.6970950506554772,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
22,47.86831911779864,84.57486728511621,58.0,5,254.59720450926972,5.425132714883787,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
23,165.17613117515546,85.41462460769267,66.0,5,104.87144057375637,4.585375392307327,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
24,202.29371192904463,87.35112008980194,45.0,5,173.22935325992228,2.648879910198062,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
25,87.04025329335529,87.18564746493014,62.0,5,228.88104214687888,2.814352535069858,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
26,247.74931662513617,85.68191016788003,62.0,5,251.63884591455786,4.318089832119966,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
27,77.41283324182764,88.21666263636492,59.0,5,220.54755238103553,1.7833373636350842,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
28,105.04612710135004,89.00901445205267,56.0,5,124.40493119591784,0.9909855479473322,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
29,124.14772094220805,88.4380196022524,67.0,5,187.8447990574675,1.5619803977476039,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
30,82.90747135062175,85.92084515196773,66.0,5,251.10111491085817,4.079154848032275,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
31,89.35463259428796,89.28993285500496,62.0,5,358.0664934900255,0.7100671449950369,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
32,353.14401493953636,87.90675703305743,55.0,5,151.5238978771882,2.0932429669425687,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
33,190.84037971708685,85.48492290890835,63.0,5,149.80320561145606,4.515077091091655,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
34,37.84818306649559,88.50716242006807,63.0,5,238.75153493169702,1.4928375799319298,191.72290000000004,100,20,5,66.06998076240396,30,0,0.4,G,,True
